,Ticker,Tipo,SgmtNm,TckrSymb,Validade,Strike,TradQty
22952,PETR4,AMER,EQUITY CALL,PETRD280,2021-04-19,27.47,10
22953,PETR4,AMER,EQUITY CALL,PETRD300,2021-04-19,29.47,6
22955,PETR4,AMER,EQUITY CALL,PETRD400,2021-04-19,39.47,5
22965,PETR4,AMER,EQUITY CALL,PETRE155,2021-05-21,15.5,1
22972,PETR4,AMER,EQUITY CALL,PETRE170,2022-05-20,17.0,1
22973,PETR4,AMER,EQUITY CALL,PETRE175,2021-05-21,17.5,1
22974,PETR4,AMER,EQUITY CALL,PETRE219,2021-05-21,22.0,11
22979,PETR4,EURO,EQUITY CALL,PETRE232,2021-05-21,23.25,1
22992,PETR4,AMER,EQUITY CALL,PETRF220,2022-06-17,22.0,12
22993,PETR4,AMER,EQUITY CALL,PETRG10,2020-07-20,10.49,4
23006,PETR4,EURO,EQUITY CALL,PETRG147,2020-07-20,14.74,1
23007,PETR4,AMER,EQUITY CALL,PETRG149,2020-07-20,14.49,4
23008,PETR4,AMER,EQUITY CALL,PETRG15,2020-07-20,14.99,3
23009,PETR4,EURO,EQUITY CALL,PETRG152,2020-07-20,15.24,20
23010,PETR4,EURO,EQUITY CALL,PETRG157,2020-07-20,15.74,3
23011,PETR4,AMER,EQUITY CALL,PETRG16,2020-07-20,15.99,10
23012,PETR4,AMER,EQUITY CALL,PETRG162,2020-07-20,15.49,5
23013,PETR4,EURO,EQUITY CALL,PETRG163,2020-07-20,16.24,1
23015,PETR4,EURO,EQUITY CALL,PETRG167,2020-07-20,16.74,1
23016,PETR4,EURO,EQUITY CALL,PETRG169,2020-07-20,19.24,34
23017,PETR4,AMER,EQUITY CALL,PETRG17,2020-07-20,16.99,16
23018,PETR4,EURO,EQUITY CALL,PETRG172,2020-07-20,17.24,11
23019,PETR4,EURO,EQUITY CALL,PETRG177,2020-07-20,17.74,10
23020,PETR4,AMER,EQUITY CALL,PETRG18,2020-07-20,17.99,35
23021,PETR4,EURO,EQUITY CALL,PETRG182,2020-07-20,18.24,16
23022,PETR4,EURO,EQUITY CALL,PETRG187,2020-07-20,18.74,83
23023,PETR4,AMER,EQUITY CALL,PETRG189,2020-07-20,18.99,123
23024,PETR4,AMER,EQUITY CALL,PETRG19,2020-07-20,17.49,14
23025,PETR4,EURO,EQUITY CALL,PETRG193,2020-07-20,19.74,56
23026,PETR4,EURO,EQUITY CALL,PETRG195,2020-07-20,22.74,437
23027,PETR4,EURO,EQUITY CALL,PETRG196,2020-07-20,21.74,311
23028,PETR4,AMER,EQUITY CALL,PETRG199,2020-07-20,19.99,595
23029,PETR4,AMER,EQUITY CALL,PETRG20,2020-07-20,18.49,45
23030,PETR4,AMER,EQUITY CALL,PETRG200,2020-07-20,19.49,122
23031,PETR4,EURO,EQUITY CALL,PETRG201,2020-07-20,20.24,60
23032,PETR4,EURO,EQUITY CALL,PETRG203,2020-07-20,23.74,107
23033,PETR4,AMER,EQUITY CALL,PETRG204,2020-07-20,20.99,725
23034,PETR4,AMER,EQUITY CALL,PETRG205,2020-07-20,21.99,2643
23035,PETR4,EURO,EQUITY CALL,PETRG206,2020-07-20,20.74,1316
23036,PETR3,AMER,EQUITY CALL,PETRG209,2020-07-20,21.0,3
23037,PETR4,AMER,EQUITY CALL,PETRG210,2020-07-20,20.49,2338
23038,PETR4,EURO,EQUITY CALL,PETRG212,2020-07-20,21.24,572
23039,PETR3,AMER,EQUITY CALL,PETRG22,2020-07-20,22.0,70
23040,PETR4,AMER,EQUITY CALL,PETRG220,2020-07-20,21.49,2146
23041,PETR4,EURO,EQUITY CALL,PETRG221,2020-07-20,22.24,592
23042,PETR4,AMER,EQUITY CALL,PETRG229,2020-07-20,22.99,3904
23043,PETR3,AMER,EQUITY CALL,PETRG23,2020-07-20,23.0,34
23044,PETR4,AMER,EQUITY CALL,PETRG230,2020-07-20,22.49,3937
23045,PETR4,AMER,EQUITY CALL,PETRG231,2020-07-20,25.49,643
23046,PETR4,AMER,EQUITY CALL,PETRG234,2020-07-20,23.49,1008
23047,PETR4,EURO,EQUITY CALL,PETRG236,2020-07-20,26.24,28
23048,PETR4,AMER,EQUITY CALL,PETRG238,2020-07-20,25.99,496
23049,PETR4,EURO,EQUITY CALL,PETRG239,2020-07-20,23.24,496
23050,PETR4,AMER,EQUITY CALL,PETRG24,2022-07-15,24.0,1
23051,PETR3,AMER,EQUITY CALL,PETRG240,2020-07-20,24.0,41
23052,PETR4,EURO,EQUITY CALL,PETRG241,2020-07-20,24.24,95
23053,PETR4,AMER,EQUITY CALL,PETRG246,2020-07-20,23.99,1359
23054,PETR4,AMER,EQUITY CALL,PETRG25,2022-07-15,25.0,4
23055,PETR3,AMER,EQUITY CALL,PETRG250,2020-07-20,25.0,8
23056,PETR4,EURO,EQUITY CALL,PETRG252,2020-07-20,25.24,78
23057,PETR4,AMER,EQUITY CALL,PETRG256,2020-07-20,24.99,630
23058,PETR4,AMER,EQUITY CALL,PETRG26,2020-07-20,24.49,652
23059,PETR3,AMER,EQUITY CALL,PETRG260,2020-07-20,26.0,2
23060,PETR4,EURO,EQUITY CALL,PETRG265,2020-07-20,25.74,85
23061,PETR4,AMER,EQUITY CALL,PETRG274,2020-07-20,27.49,56
23062,PETR4,EURO,EQUITY CALL,PETRG275,2020-07-20,26.74,39
23063,PETR4,EURO,EQUITY CALL,PETRG278,2020-07-20,29.24,21
23064,PETR4,EURO,EQUITY CALL,PETRG279,2020-07-20,27.24,13
23065,PETR4,EURO,EQUITY CALL,PETRG282,2020-07-20,28.24,6
23066,PETR4,EURO,EQUITY CALL,PETRG286,2020-07-20,27.74,8
23067,PETR4,EURO,EQUITY CALL,PETRG287,2020-07-20,28.74,2
23068,PETR4,AMER,EQUITY CALL,PETRG288,2020-07-20,27.99,45
23069,PETR4,AMER,EQUITY CALL,PETRG289,2020-07-20,29.99,5
23070,PETR4,AMER,EQUITY CALL,PETRG29,2020-07-20,29.49,55
23071,PETR4,AMER,EQUITY CALL,PETRG293,2020-07-20,28.49,8
23072,PETR4,AMER,EQUITY CALL,PETRG294,2020-07-20,30.99,7
23073,PETR4,AMER,EQUITY CALL,PETRG296,2020-07-20,28.99,12
23074,PETR4,AMER,EQUITY CALL,PETRG299,2020-07-20,30.49,14
23075,PETR4,EURO,EQUITY CALL,PETRG302,2020-07-20,30.24,3
23076,PETR4,EURO,EQUITY CALL,PETRG306,2020-07-20,29.74,4
23077,PETR4,EURO,EQUITY CALL,PETRG312,2020-07-20,31.24,1
23078,PETR4,AMER,EQUITY CALL,PETRG315,2020-07-20,32.49,6
23079,PETR4,EURO,EQUITY CALL,PETRG316,2020-07-20,30.74,11
23080,PETR4,EURO,EQUITY CALL,PETRG317,2020-07-20,31.74,10
23081,PETR3,EURO,EQUITY CALL,PETRG318,2020-07-20,31.75,6
23082,PETR4,AMER,EQUITY CALL,PETRG319,2020-07-20,31.99,11
23083,PETR4,AMER,EQUITY CALL,PETRG322,2020-07-20,31.49,4
23084,PETR4,AMER,EQUITY CALL,PETRG324,2020-07-20,32.99,4
23085,PETR4,EURO,EQUITY CALL,PETRG331,2020-07-20,32.24,28
23086,PETR4,AMER,EQUITY CALL,PETRG334,2020-07-20,33.49,7
23088,PETR4,AMER,EQUITY CALL,PETRG338,2020-07-20,33.99,1
23091,PETR3,EURO,EQUITY CALL,PETRG342,2020-07-20,34.25,2
23097,PETR4,EURO,EQUITY CALL,PETRG355,2020-07-20,34.74,1
23101,PETR4,EURO,EQUITY CALL,PETRG365,2020-07-20,35.74,1
23104,PETR4,EURO,EQUITY CALL,PETRG375,2020-07-20,36.74,1
23108,PETR4,AMER,EQUITY CALL,PETRG382,2020-07-20,37.49,17
23140,PETR4,AMER,EQUITY CALL,PETRG46,2020-07-20,16.49,5
23143,PETR3,AMER,EQUITY CALL,PETRG49,2020-07-20,19.5,7
23145,PETR3,AMER,EQUITY CALL,PETRG50,2020-07-20,20.5,2
23146,PETR3,AMER,EQUITY CALL,PETRG51,2020-07-20,21.5,3
23147,PETR3,AMER,EQUITY CALL,PETRG525,2020-07-20,22.5,7
23148,PETR4,AMER,EQUITY CALL,PETRG56,2020-07-20,26.99,119
23152,PETR4,AMER,EQUITY CALL,PETRG77,2020-07-20,26.49,596
23157,PETR4,EURO,EQUITY CALL,PETRG86,2020-07-20,24.74,59
23166,PETR4,EURO,EQUITY CALL,PETRH126,2020-08-17,15.78,17
23167,PETR4,EURO,EQUITY CALL,PETRH127,2020-08-17,12.78,1
23169,PETR4,AMER,EQUITY CALL,PETRH145,2020-08-17,14.53,1
23171,PETR4,EURO,EQUITY CALL,PETRH151,2020-08-17,18.28,3
23172,PETR4,AMER,EQUITY CALL,PETRH153,2020-08-17,15.03,1
23174,PETR4,EURO,EQUITY CALL,PETRH162,2020-08-17,16.28,3
23175,PETR4,AMER,EQUITY CALL,PETRH165,2020-08-17,16.53,5
23176,PETR4,EURO,EQUITY CALL,PETRH166,2020-08-17,17.78,4
23177,PETR4,EURO,EQUITY CALL,PETRH167,2020-08-17,16.78,2
23178,PETR4,AMER,EQUITY CALL,PETRH169,2020-08-17,17.03,2
23181,PETR4,EURO,EQUITY CALL,PETRH172,2020-08-17,17.28,3
23182,PETR4,AMER,EQUITY CALL,PETRH175,2020-08-17,17.53,3
23183,PETR4,AMER,EQUITY CALL,PETRH179,2020-08-17,18.03,14
23185,PETR4,EURO,EQUITY CALL,PETRH182,2020-08-17,21.28,32
23187,PETR4,EURO,EQUITY CALL,PETRH187,2020-08-17,18.78,6
23188,PETR4,AMER,EQUITY CALL,PETRH189,2020-08-17,19.03,17
23190,PETR4,EURO,EQUITY CALL,PETRH192,2020-08-17,19.28,18
23192,PETR4,AMER,EQUITY CALL,PETRH196,2020-08-17,20.03,25
23193,PETR4,EURO,EQUITY CALL,PETRH199,2020-08-17,22.78,28
23194,PETR4,AMER,EQUITY CALL,PETRH20,2020-08-17,18.53,18
23195,PETR3,AMER,EQUITY CALL,PETRH200,2020-08-17,20.08,2
23196,PETR4,EURO,EQUITY CALL,PETRH202,2020-08-17,20.28,57
23197,PETR4,AMER,EQUITY CALL,PETRH203,2020-08-17,19.53,17
23198,PETR4,EURO,EQUITY CALL,PETRH204,2020-08-17,19.78,12
23199,PETR4,AMER,EQUITY CALL,PETRH206,2020-08-17,23.03,108
23200,PETR4,AMER,EQUITY CALL,PETRH209,2020-08-17,21.03,86
23201,PETR4,EURO,EQUITY CALL,PETRH212,2020-08-17,21.78,30
23202,PETR4,EURO,EQUITY CALL,PETRH213,2020-08-17,20.78,24
23203,PETR4,EURO,EQUITY CALL,PETRH214,2020-08-17,23.28,26
23204,PETR4,EURO,EQUITY CALL,PETRH216,2020-08-17,24.28,27
23205,PETR4,EURO,EQUITY CALL,PETRH217,2020-08-17,22.28,37
23206,PETR3,AMER,EQUITY CALL,PETRH219,2020-08-17,22.08,5
23207,PETR4,AMER,EQUITY CALL,PETRH22,2020-08-17,20.53,127
23208,PETR4,AMER,EQUITY CALL,PETRH220,2020-08-17,21.53,208
23209,PETR4,AMER,EQUITY CALL,PETRH225,2020-08-17,22.03,126
23211,PETR4,EURO,EQUITY CALL,PETRH231,2020-08-17,25.78,16
23212,PETR4,AMER,EQUITY CALL,PETRH232,2020-08-17,22.53,202
23213,PETR4,AMER,EQUITY CALL,PETRH24,2020-08-17,24.53,46
23214,PETR4,EURO,EQUITY CALL,PETRH243,2020-08-17,23.78,40
23215,PETR4,AMER,EQUITY CALL,PETRH245,2020-08-17,24.03,72
23216,PETR4,AMER,EQUITY CALL,PETRH246,2020-08-17,26.03,7
23217,PETR4,AMER,EQUITY CALL,PETRH25,2020-08-17,23.53,93
23218,PETR4,EURO,EQUITY CALL,PETRH253,2020-08-17,24.78,12
23219,PETR3,AMER,EQUITY CALL,PETRH254,2020-08-17,25.58,2
23220,PETR4,AMER,EQUITY CALL,PETRH255,2020-08-17,25.03,65
23221,PETR4,EURO,EQUITY CALL,PETRH259,2020-08-17,25.28,18
23222,PETR4,EURO,EQUITY CALL,PETRH26,2020-08-17,26.28,19
23223,PETR4,AMER,EQUITY CALL,PETRH262,2020-08-17,25.53,15
23224,PETR4,EURO,EQUITY CALL,PETRH271,2020-08-17,26.78,3
23225,PETR4,AMER,EQUITY CALL,PETRH277,2020-08-17,27.03,24
23226,PETR4,EURO,EQUITY CALL,PETRH279,2020-08-17,27.28,10
23227,PETR4,AMER,EQUITY CALL,PETRH28,2020-08-17,26.53,37
23228,PETR4,AMER,EQUITY CALL,PETRH280,2020-08-17,28.03,11
23229,PETR4,AMER,EQUITY CALL,PETRH284,2020-08-17,27.53,7
23230,PETR4,EURO,EQUITY CALL,PETRH287,2020-08-17,28.78,1
23231,PETR4,EURO,EQUITY CALL,PETRH288,2020-08-17,28.28,1
23232,PETR4,EURO,EQUITY CALL,PETRH292,2020-08-17,29.28,1
23233,PETR4,AMER,EQUITY CALL,PETRH294,2020-08-17,28.53,3
23234,PETR4,AMER,EQUITY CALL,PETRH295,2020-08-17,29.03,6
23235,PETR4,AMER,EQUITY CALL,PETRH300,2020-08-17,30.03,10
23236,PETR4,AMER,EQUITY CALL,PETRH303,2020-08-17,29.53,6
23237,PETR4,EURO,EQUITY CALL,PETRH306,2020-08-17,29.78,1
23238,PETR4,EURO,EQUITY CALL,PETRH308,2020-08-17,30.28,5
23240,PETR4,AMER,EQUITY CALL,PETRH313,2020-08-17,30.53,8
23241,PETR4,AMER,EQUITY CALL,PETRH315,2020-08-17,31.53,5
23242,PETR4,AMER,EQUITY CALL,PETRH317,2020-08-17,31.03,2
23244,PETR4,AMER,EQUITY CALL,PETRH324,2020-08-17,32.53,2
23245,PETR4,EURO,EQUITY CALL,PETRH335,2020-08-17,32.78,1
23246,PETR4,AMER,EQUITY CALL,PETRH35,2020-08-17,33.53,1
23248,PETR4,AMER,EQUITY CALL,PETRH354,2020-08-17,35.03,8
23249,PETR4,AMER,EQUITY CALL,PETRH363,2020-08-17,35.53,4
23251,PETR4,AMER,EQUITY CALL,PETRH383,2020-08-17,37.53,6
23252,PETR4,AMER,EQUITY CALL,PETRH40,2020-08-17,38.53,15
23253,PETR3,EURO,EQUITY CALL,PETRH602,2020-08-17,29.83,1
23279,PETR4,AMER,EQUITY CALL,PETRI175,2020-09-21,17.53,3
23282,PETR4,AMER,EQUITY CALL,PETRI185,2020-09-21,18.53,2
23293,PETR4,AMER,EQUITY CALL,PETRI205,2020-09-21,20.53,1
23295,PETR4,AMER,EQUITY CALL,PETRI210,2020-09-21,21.03,2
23298,PETR4,AMER,EQUITY CALL,PETRI220,2020-09-21,22.03,3
23299,PETR4,AMER,EQUITY CALL,PETRI221,2020-09-21,21.53,17
23301,PETR4,EURO,EQUITY CALL,PETRI226,2020-09-21,23.28,1
23302,PETR4,AMER,EQUITY CALL,PETRI235,2020-09-21,23.53,8
23303,PETR4,AMER,EQUITY CALL,PETRI236,2020-09-21,23.03,2
23306,PETR4,AMER,EQUITY CALL,PETRI245,2020-09-21,24.03,1
23308,PETR4,AMER,EQUITY CALL,PETRI250,2020-09-21,25.03,2
23310,PETR4,AMER,EQUITY CALL,PETRI260,2020-09-21,26.03,1
23311,PETR4,AMER,EQUITY CALL,PETRI263,2020-09-21,25.53,1
23318,PETR4,AMER,EQUITY CALL,PETRI283,2020-09-21,27.53,1
23336,PETR4,AMER,EQUITY CALL,PETRI363,2020-09-21,35.53,11
23337,PETR4,AMER,EQUITY CALL,PETRI368,2020-09-21,36.53,4
23363,PETR4,AMER,EQUITY CALL,PETRJ215,2020-10-19,21.53,1
23368,PETR4,AMER,EQUITY CALL,PETRJ235,2020-10-19,23.03,1
23370,PETR4,EURO,EQUITY CALL,PETRJ248,2020-10-19,24.28,4
23371,PETR4,EURO,EQUITY CALL,PETRJ249,2020-10-19,23.78,1
23372,PETR4,AMER,EQUITY CALL,PETRJ253,2020-10-19,24.53,1
23376,PETR4,AMER,EQUITY CALL,PETRJ273,2020-10-19,26.53,1
23377,PETR4,AMER,EQUITY CALL,PETRJ276,2020-10-19,27.03,6
23378,PETR4,AMER,EQUITY CALL,PETRJ283,2020-10-19,27.53,1
23380,PETR4,AMER,EQUITY CALL,PETRJ303,2020-10-19,29.53,1
23386,PETR4,EURO,EQUITY CALL,PETRJ331,2020-10-19,29.78,2
23424,PETR4,AMER,EQUITY CALL,PETRK232,2020-11-16,23.2,2
23433,PETR4,AMER,EQUITY CALL,PETRK305,2020-11-16,29.7,3
23470,PETR4,AMER,EQUITY CALL,PETRL176,2020-12-21,17.61,1
23477,PETR4,AMER,EQUITY CALL,PETRL200,2020-12-21,18.61,27
23490,PETR4,AMER,EQUITY CALL,PETRL226,2020-12-21,24.11,1
23494,PETR4,AMER,EQUITY CALL,PETRL240,2020-12-21,22.61,2
23496,PETR4,EURO,EQUITY CALL,PETRL25,2020-12-21,24.86,1
23497,PETR4,AMER,EQUITY CALL,PETRL250,2020-12-21,23.61,11
23499,PETR4,AMER,EQUITY CALL,PETRL253,2020-12-21,24.61,8
23500,PETR4,AMER,EQUITY CALL,PETRL256,2021-12-17,25.64,1
23503,PETR4,AMER,EQUITY CALL,PETRL260,2020-12-21,25.11,2
23509,PETR4,AMER,EQUITY CALL,PETRL276,2020-12-21,27.11,5
23511,PETR4,AMER,EQUITY CALL,PETRL280,2020-12-21,26.61,16
23514,PETR4,AMER,EQUITY CALL,PETRL29,2020-12-21,29.11,12
23515,PETR4,EURO,EQUITY CALL,PETRL291,2020-12-21,28.36,1
23518,PETR4,AMER,EQUITY CALL,PETRL300,2021-12-17,29.64,8
23520,PETR4,AMER,EQUITY CALL,PETRL309,2020-12-21,30.11,2
23528,PETR4,AMER,EQUITY CALL,PETRL336,2020-12-21,33.61,3
23538,PETR4,AMER,EQUITY CALL,PETRL399,2020-12-21,39.61,1
23539,PETR4,AMER,EQUITY CALL,PETRL449,2020-12-21,44.61,12
23559,PETR4,EURO,EQUITY PUT,PETRM15,2021-01-18,15.0,2
23564,PETR4,EURO,EQUITY PUT,PETRM18,2021-01-18,18.0,2
23570,PETR4,EURO,EQUITY PUT,PETRM200,2021-01-18,20.0,2
23576,PETR4,EURO,EQUITY PUT,PETRM22,2021-01-18,22.0,2
23579,PETR4,EURO,EQUITY PUT,PETRM23,2021-01-18,23.0,2
23618,PETR4,EURO,EQUITY PUT,PETRN300,2022-02-18,30.0,10
23627,PETR4,EURO,EQUITY PUT,PETRO290,2022-03-18,29.0,1
23635,PETR4,EURO,EQUITY PUT,PETRP179,2021-04-19,17.97,4
23637,PETR4,EURO,EQUITY PUT,PETRP19,2021-04-19,18.97,1
23640,PETR4,EURO,EQUITY PUT,PETRP200,2021-04-19,19.97,7
23641,PETR4,EURO,EQUITY PUT,PETRP209,2021-04-19,20.97,1
23642,PETR4,EURO,EQUITY PUT,PETRP220,2021-04-19,21.97,7
23643,PETR4,EURO,EQUITY PUT,PETRP230,2021-04-19,22.97,1
23649,PETR4,EURO,EQUITY PUT,PETRP350,2021-04-19,34.47,1
23653,PETR4,EURO,EQUITY PUT,PETRP47,2021-04-19,17.47,2
23686,PETR4,EURO,EQUITY PUT,PETRR189,2022-06-17,19.0,6
23687,PETR4,EURO,EQUITY PUT,PETRR220,2022-06-17,22.0,1
23688,PETR4,EURO,EQUITY PUT,PETRS10,2020-07-20,10.49,2
23689,PETR4,EURO,EQUITY PUT,PETRS101,2020-07-20,10.24,10
23690,PETR4,EURO,EQUITY PUT,PETRS109,2020-07-20,12.74,3
23691,PETR4,EURO,EQUITY PUT,PETRS11,2020-07-20,10.99,10
23693,PETR4,EURO,EQUITY PUT,PETRS114,2020-07-20,11.49,2
23694,PETR4,EURO,EQUITY PUT,PETRS116,2020-07-20,11.74,1
23695,PETR4,EURO,EQUITY PUT,PETRS12,2020-07-20,12.49,11
23696,PETR4,EURO,EQUITY PUT,PETRS13,2020-07-20,12.99,19
23697,PETR4,EURO,EQUITY PUT,PETRS136,2020-07-20,13.99,17
23698,PETR4,EURO,EQUITY PUT,PETRS137,2020-07-20,13.74,2
23699,PETR4,EURO,EQUITY PUT,PETRS142,2020-07-20,13.49,8
23700,PETR4,EURO,EQUITY PUT,PETRS143,2020-07-20,14.24,11
23701,PETR4,EURO,EQUITY PUT,PETRS147,2020-07-20,14.74,27
23702,PETR4,EURO,EQUITY PUT,PETRS149,2020-07-20,14.49,21
23703,PETR4,EURO,EQUITY PUT,PETRS15,2020-07-20,14.99,65
23704,PETR4,EURO,EQUITY PUT,PETRS152,2020-07-20,15.24,17
23705,PETR4,EURO,EQUITY PUT,PETRS157,2020-07-20,15.74,5
23706,PETR4,EURO,EQUITY PUT,PETRS16,2020-07-20,15.99,36
23707,PETR4,EURO,EQUITY PUT,PETRS162,2020-07-20,15.49,10
23708,PETR4,EURO,EQUITY PUT,PETRS163,2020-07-20,16.24,15
23710,PETR4,EURO,EQUITY PUT,PETRS167,2020-07-20,16.74,16
23711,PETR4,EURO,EQUITY PUT,PETRS169,2020-07-20,19.24,151
23712,PETR4,EURO,EQUITY PUT,PETRS17,2020-07-20,16.99,345
23713,PETR4,EURO,EQUITY PUT,PETRS172,2020-07-20,17.24,57
23714,PETR4,EURO,EQUITY PUT,PETRS177,2020-07-20,17.74,87
23715,PETR4,EURO,EQUITY PUT,PETRS18,2020-07-20,17.99,500
23716,PETR4,EURO,EQUITY PUT,PETRS182,2020-07-20,18.24,111
23717,PETR4,EURO,EQUITY PUT,PETRS187,2020-07-20,18.74,57
23718,PETR4,EURO,EQUITY PUT,PETRS189,2020-07-20,18.99,263
23719,PETR4,EURO,EQUITY PUT,PETRS19,2020-07-20,17.49,110
23720,PETR4,EURO,EQUITY PUT,PETRS193,2020-07-20,19.74,213
23721,PETR4,EURO,EQUITY PUT,PETRS195,2020-07-20,22.74,13
23722,PETR4,EURO,EQUITY PUT,PETRS196,2020-07-20,21.74,45
23723,PETR4,EURO,EQUITY PUT,PETRS199,2020-07-20,19.99,1296
23724,PETR4,EURO,EQUITY PUT,PETRS20,2020-07-20,18.49,161
23725,PETR4,EURO,EQUITY PUT,PETRS200,2020-07-20,19.49,355
23726,PETR4,EURO,EQUITY PUT,PETRS201,2020-07-20,20.24,180
23727,PETR4,EURO,EQUITY PUT,PETRS203,2020-07-20,23.74,8
23728,PETR4,EURO,EQUITY PUT,PETRS204,2020-07-20,20.99,676
23729,PETR4,EURO,EQUITY PUT,PETRS205,2020-07-20,21.99,366
23730,PETR4,EURO,EQUITY PUT,PETRS206,2020-07-20,20.74,191
23732,PETR4,EURO,EQUITY PUT,PETRS210,2020-07-20,20.49,746
23733,PETR4,EURO,EQUITY PUT,PETRS212,2020-07-20,21.24,352
23735,PETR4,EURO,EQUITY PUT,PETRS220,2020-07-20,21.49,757
23736,PETR4,EURO,EQUITY PUT,PETRS221,2020-07-20,22.24,345
23737,PETR4,EURO,EQUITY PUT,PETRS229,2020-07-20,22.99,177
23739,PETR4,EURO,EQUITY PUT,PETRS230,2020-07-20,22.49,114
23740,PETR4,EURO,EQUITY PUT,PETRS231,2020-07-20,25.49,1
23741,PETR4,EURO,EQUITY PUT,PETRS234,2020-07-20,23.49,91
23743,PETR4,EURO,EQUITY PUT,PETRS238,2020-07-20,25.99,5
23744,PETR4,EURO,EQUITY PUT,PETRS239,2020-07-20,23.24,10
23747,PETR4,EURO,EQUITY PUT,PETRS241,2020-07-20,24.24,7
23748,PETR4,EURO,EQUITY PUT,PETRS246,2020-07-20,23.99,55
23749,PETR4,EURO,EQUITY PUT,PETRS25,2022-07-15,25.0,1
23751,PETR4,EURO,EQUITY PUT,PETRS252,2020-07-20,25.24,39
23752,PETR4,EURO,EQUITY PUT,PETRS256,2020-07-20,24.99,17
23753,PETR4,EURO,EQUITY PUT,PETRS26,2020-07-20,24.49,10
23755,PETR4,EURO,EQUITY PUT,PETRS265,2020-07-20,25.74,7
23756,PETR4,EURO,EQUITY PUT,PETRS274,2020-07-20,27.49,6
23757,PETR4,EURO,EQUITY PUT,PETRS275,2020-07-20,26.74,8
23759,PETR4,EURO,EQUITY PUT,PETRS279,2020-07-20,27.24,15
23760,PETR4,EURO,EQUITY PUT,PETRS282,2020-07-20,28.24,2
23761,PETR4,EURO,EQUITY PUT,PETRS286,2020-07-20,27.74,2
23762,PETR4,EURO,EQUITY PUT,PETRS287,2020-07-20,28.74,7
23763,PETR4,EURO,EQUITY PUT,PETRS288,2020-07-20,27.99,45
23765,PETR4,EURO,EQUITY PUT,PETRS29,2020-07-20,29.49,14
23766,PETR4,EURO,EQUITY PUT,PETRS293,2020-07-20,28.49,4
23767,PETR4,EURO,EQUITY PUT,PETRS294,2020-07-20,30.99,4
23768,PETR4,EURO,EQUITY PUT,PETRS296,2020-07-20,28.99,10
23769,PETR4,EURO,EQUITY PUT,PETRS299,2020-07-20,30.49,4
23770,PETR4,EURO,EQUITY PUT,PETRS302,2020-07-20,30.24,4
23774,PETR4,EURO,EQUITY PUT,PETRS316,2020-07-20,30.74,3
23775,PETR4,EURO,EQUITY PUT,PETRS317,2020-07-20,31.74,1
23778,PETR4,EURO,EQUITY PUT,PETRS322,2020-07-20,31.49,3
23784,PETR4,EURO,EQUITY PUT,PETRS339,2020-07-20,33.24,1
23815,PETR4,EURO,EQUITY PUT,PETRS41,2020-07-20,11.99,4
23829,PETR3,EURO,EQUITY PUT,PETRS44,2020-07-20,14.5,5
23835,PETR4,EURO,EQUITY PUT,PETRS46,2020-07-20,16.49,55
23837,PETR3,EURO,EQUITY PUT,PETRS48,2020-07-20,18.5,2
23838,PETR3,EURO,EQUITY PUT,PETRS49,2020-07-20,19.5,1
23839,PETR4,EURO,EQUITY PUT,PETRS499,2020-07-20,4.99,17
23843,PETR4,EURO,EQUITY PUT,PETRS56,2020-07-20,26.99,6
23845,PETR4,EURO,EQUITY PUT,PETRS659,2020-07-20,6.59,1
23846,PETR4,EURO,EQUITY PUT,PETRS68,2020-07-20,10.74,10
23847,PETR4,EURO,EQUITY PUT,PETRS77,2020-07-20,26.49,14
23849,PETR4,EURO,EQUITY PUT,PETRS84,2020-07-20,13.24,1
23850,PETR4,EURO,EQUITY PUT,PETRS85,2020-07-20,12.24,3
23851,PETR4,EURO,EQUITY PUT,PETRS859,2020-07-20,8.59,1
23852,PETR4,EURO,EQUITY PUT,PETRS86,2020-07-20,24.74,11
23853,PETR4,EURO,EQUITY PUT,PETRS939,2020-07-20,9.39,1
23854,PETR4,EURO,EQUITY PUT,PETRS959,2020-07-20,9.59,1
23855,PETR4,EURO,EQUITY PUT,PETRS979,2020-07-20,9.79,2
23857,PETR4,EURO,EQUITY PUT,PETRT105,2020-08-17,10.53,19
23858,PETR4,EURO,EQUITY PUT,PETRT115,2020-08-17,11.53,4
23859,PETR4,EURO,EQUITY PUT,PETRT119,2020-08-17,15.28,4
23860,PETR4,EURO,EQUITY PUT,PETRT125,2020-08-17,12.53,2
23861,PETR4,EURO,EQUITY PUT,PETRT126,2020-08-17,15.78,19
23862,PETR4,EURO,EQUITY PUT,PETRT127,2020-08-17,12.78,1
23863,PETR4,EURO,EQUITY PUT,PETRT141,2020-08-17,15.53,2
23864,PETR4,EURO,EQUITY PUT,PETRT145,2020-08-17,14.53,17
23865,PETR4,EURO,EQUITY PUT,PETRT15,2020-08-17,13.53,11
23866,PETR4,EURO,EQUITY PUT,PETRT151,2020-08-17,18.28,19
23867,PETR4,EURO,EQUITY PUT,PETRT153,2020-08-17,15.03,4
23868,PETR4,EURO,EQUITY PUT,PETRT159,2020-08-17,16.03,16
23869,PETR4,EURO,EQUITY PUT,PETRT162,2020-08-17,16.28,6
23870,PETR4,EURO,EQUITY PUT,PETRT165,2020-08-17,16.53,13
23871,PETR4,EURO,EQUITY PUT,PETRT166,2020-08-17,17.78,14
