,Ticker,Tipo,SgmtNm,TckrSymb,Validade,Strike,TradQty
6278,BOVA11,EURO,EQUITY PUT,BOVAS925,2020-07-20,92.5,6
6279,BOVA11,EURO,EQUITY PUT,BOVAS93,2020-07-20,93.0,8
6281,BOVA11,EURO,EQUITY PUT,BOVAS94,2020-07-20,94.0,1
6283,BOVA11,EURO,EQUITY PUT,BOVAS95,2020-07-20,95.0,1
6321,BOVA11,EURO,EQUITY PUT,BOVAT42,2020-08-17,42.0,133
6322,BOVA11,EURO,EQUITY PUT,BOVAT46,2020-08-17,46.0,27
6323,BOVA11,EURO,EQUITY PUT,BOVAT50,2020-08-17,50.0,61
6324,BOVA11,EURO,EQUITY PUT,BOVAT52,2020-08-17,52.0,11
6325,BOVA11,EURO,EQUITY PUT,BOVAT54,2020-08-17,54.0,3
6326,BOVA11,EURO,EQUITY PUT,BOVAT56,2020-08-17,56.0,2
6327,BOVA11,EURO,EQUITY PUT,BOVAT58,2020-08-17,58.0,7
6328,BOVA11,EURO,EQUITY PUT,BOVAT600,2020-08-17,60.0,11
6329,BOVA11,EURO,EQUITY PUT,BOVAT620,2020-08-17,62.0,6
6330,BOVA11,EURO,EQUITY PUT,BOVAT645,2020-08-17,64.5,1
6331,BOVA11,EURO,EQUITY PUT,BOVAT660,2020-08-17,66.0,2
6332,BOVA11,EURO,EQUITY PUT,BOVAT68,2020-08-17,68.0,27
6333,BOVA11,EURO,EQUITY PUT,BOVAT70,2020-08-17,70.0,99
6334,BOVA11,EURO,EQUITY PUT,BOVAT71,2020-08-17,71.0,2
6335,BOVA11,EURO,EQUITY PUT,BOVAT72,2020-08-17,72.0,143
6336,BOVA11,EURO,EQUITY PUT,BOVAT73,2020-08-17,73.0,15
6337,BOVA11,EURO,EQUITY PUT,BOVAT74,2020-08-17,74.0,19
6338,BOVA11,EURO,EQUITY PUT,BOVAT75,2020-08-17,75.0,59
6339,BOVA11,EURO,EQUITY PUT,BOVAT76,2020-08-17,76.0,24
6340,BOVA11,EURO,EQUITY PUT,BOVAT770,2020-08-17,77.0,4
6341,BOVA11,EURO,EQUITY PUT,BOVAT780,2020-08-17,78.0,2
6342,BOVA11,EURO,EQUITY PUT,BOVAT79,2020-08-17,79.0,16
6343,BOVA11,EURO,EQUITY PUT,BOVAT795,2020-08-17,79.5,1
6344,BOVA11,EURO,EQUITY PUT,BOVAT80,2020-08-17,80.0,21
6345,BOVA11,EURO,EQUITY PUT,BOVAT81,2020-08-17,81.0,49
6346,BOVA11,EURO,EQUITY PUT,BOVAT82,2020-08-17,82.0,7
6347,BOVA11,EURO,EQUITY PUT,BOVAT825,2020-08-17,82.5,2
6348,BOVA11,EURO,EQUITY PUT,BOVAT83,2020-08-17,83.0,1
6349,BOVA11,EURO,EQUITY PUT,BOVAT84,2020-08-17,84.0,8
6350,BOVA11,EURO,EQUITY PUT,BOVAT85,2020-08-17,85.0,19
6351,BOVA11,EURO,EQUITY PUT,BOVAT86,2020-08-17,86.0,11
6352,BOVA11,EURO,EQUITY PUT,BOVAT87,2020-08-17,87.0,13
6353,BOVA11,EURO,EQUITY PUT,BOVAT880,2020-08-17,88.0,75
6354,BOVA11,EURO,EQUITY PUT,BOVAT890,2020-08-17,89.0,11
6355,BOVA11,EURO,EQUITY PUT,BOVAT900,2020-08-17,90.0,24
6357,BOVA11,EURO,EQUITY PUT,BOVAT910,2020-08-17,91.0,36
6358,BOVA11,EURO,EQUITY PUT,BOVAT920,2020-08-17,92.0,8
6359,BOVA11,EURO,EQUITY PUT,BOVAT930,2020-08-17,93.0,8
6368,BOVA11,EURO,EQUITY PUT,BOVAU645,2020-09-21,64.5,1
6371,BOVA11,EURO,EQUITY PUT,BOVAU780,2020-09-21,78.0,1
6386,BOVA11,EURO,EQUITY PUT,BOVAU920,2020-09-21,92.0,1
6387,BOVA11,EURO,EQUITY PUT,BOVAU930,2020-09-21,93.0,1
6420,BOVA11,EURO,EQUITY PUT,BOVAX775,2020-12-21,77.5,1
6646,BPAC11,AMER,EQUITY CALL,BPACG790,2020-07-20,79.0,7
6650,BPAC11,AMER,EQUITY CALL,BPACG910,2020-07-20,91.0,1
6674,BPAC11,AMER,EQUITY CALL,BPACJ770,2020-10-19,77.0,1
6675,BPAC11,EURO,EQUITY CALL,BPACJ945,2020-10-19,94.5,1
6713,BPAC11,EURO,EQUITY PUT,BPACS530,2020-07-20,53.0,2
6751,BPAC11,EURO,EQUITY PUT,BPACV655,2020-10-19,65.5,1
6752,BPAC11,EURO,EQUITY PUT,BPACV725,2020-10-19,72.5,1
6804,BRAP4,AMER,EQUITY CALL,BRAPG36,2020-07-20,36.0,11
6805,BRAP4,AMER,EQUITY CALL,BRAPG370,2020-07-20,37.0,3
6806,BRAP4,AMER,EQUITY CALL,BRAPG380,2020-07-20,38.0,3
6807,BRAP4,AMER,EQUITY CALL,BRAPG390,2020-07-20,39.0,2
6832,BRAP4,AMER,EQUITY CALL,BRAPH36,2020-08-17,36.0,4
6833,BRAP4,AMER,EQUITY CALL,BRAPH37,2020-08-17,37.0,6
6834,BRAP4,AMER,EQUITY CALL,BRAPH380,2020-08-17,38.0,3
6835,BRAP4,AMER,EQUITY CALL,BRAPH390,2020-08-17,39.0,1
6905,BRAP4,EURO,EQUITY PUT,BRAPS33,2020-07-20,33.0,7
6908,BRAP4,EURO,EQUITY PUT,BRAPS36,2020-07-20,36.0,7
6909,BRAP4,EURO,EQUITY PUT,BRAPS370,2020-07-20,37.0,6
6935,BRAP4,EURO,EQUITY PUT,BRAPT35,2020-08-17,35.0,1
6937,BRAP4,EURO,EQUITY PUT,BRAPT37,2020-08-17,37.0,2
7002,BRDT3,AMER,EQUITY CALL,BRDTG21,2020-07-20,21.0,24
7003,BRDT3,AMER,EQUITY CALL,BRDTG22,2020-07-20,22.0,38
7004,BRDT3,EURO,EQUITY CALL,BRDTG222,2020-07-20,22.25,2
7006,BRDT3,AMER,EQUITY CALL,BRDTG23,2020-07-20,23.0,12
7010,BRDT3,AMER,EQUITY CALL,BRDTG240,2020-07-20,24.0,5
7023,BRDT3,AMER,EQUITY CALL,BRDTG280,2020-07-20,28.0,2
7032,BRDT3,AMER,EQUITY CALL,BRDTG51,2020-07-20,21.5,1
7055,BRDT3,AMER,EQUITY CALL,BRDTH210,2020-08-17,21.0,1
7059,BRDT3,AMER,EQUITY CALL,BRDTH220,2020-08-17,22.0,2
7061,BRDT3,AMER,EQUITY CALL,BRDTH225,2020-08-17,22.5,1
7063,BRDT3,AMER,EQUITY CALL,BRDTH230,2020-08-17,23.0,2
7071,BRDT3,AMER,EQUITY CALL,BRDTH250,2020-08-17,25.0,1
7136,BRDT3,EURO,EQUITY PUT,BRDTS19,2020-07-20,19.0,1
7139,BRDT3,EURO,EQUITY PUT,BRDTS20,2020-07-20,20.0,1
7140,BRDT3,EURO,EQUITY PUT,BRDTS202,2020-07-20,20.25,2
7143,BRDT3,EURO,EQUITY PUT,BRDTS22,2020-07-20,22.0,5
7189,BRDT3,EURO,EQUITY PUT,BRDTT195,2020-08-17,19.5,1
7191,BRDT3,EURO,EQUITY PUT,BRDTT200,2020-08-17,20.0,1
7195,BRDT3,EURO,EQUITY PUT,BRDTT210,2020-08-17,21.0,2
7274,BRFS3,EURO,EQUITY CALL,BRFSA242,2021-01-18,24.25,1
7286,BRFS3,AMER,EQUITY CALL,BRFSG19,2020-07-20,19.0,2
7288,BRFS3,AMER,EQUITY CALL,BRFSG21,2020-07-20,21.0,56
7289,BRFS3,AMER,EQUITY CALL,BRFSG22,2020-07-20,22.0,35
7290,BRFS3,AMER,EQUITY CALL,BRFSG23,2020-07-20,23.0,35
7291,BRFS3,AMER,EQUITY CALL,BRFSG24,2020-07-20,24.0,29
7292,BRFS3,AMER,EQUITY CALL,BRFSG250,2020-07-20,25.0,4
7293,BRFS3,AMER,EQUITY CALL,BRFSG26,2020-07-20,26.0,7
7294,BRFS3,AMER,EQUITY CALL,BRFSG27,2020-07-20,27.0,4
7295,BRFS3,AMER,EQUITY CALL,BRFSG310,2020-07-20,31.0,2
7296,BRFS3,EURO,EQUITY CALL,BRFSG342,2020-07-20,34.25,1
7310,BRFS3,AMER,EQUITY CALL,BRFSG52,2020-07-20,22.5,3
7311,BRFS3,AMER,EQUITY CALL,BRFSG53,2020-07-20,23.5,3
7322,BRFS3,AMER,EQUITY CALL,BRFSH210,2020-08-17,21.0,16
7324,BRFS3,AMER,EQUITY CALL,BRFSH220,2020-08-17,22.0,55
7325,BRFS3,AMER,EQUITY CALL,BRFSH225,2020-08-17,22.5,1
7327,BRFS3,AMER,EQUITY CALL,BRFSH230,2020-08-17,23.0,11
7329,BRFS3,AMER,EQUITY CALL,BRFSH240,2020-08-17,24.0,2
7331,BRFS3,AMER,EQUITY CALL,BRFSH250,2020-08-17,25.0,8
7335,BRFS3,AMER,EQUITY CALL,BRFSH270,2020-08-17,27.0,1
7341,BRFS3,AMER,EQUITY CALL,BRFSH380,2020-08-17,38.0,1
7352,BRFS3,AMER,EQUITY CALL,BRFSI220,2020-09-21,22.0,1
7353,BRFS3,AMER,EQUITY CALL,BRFSI225,2020-09-21,22.5,3
7359,BRFS3,AMER,EQUITY CALL,BRFSI255,2020-09-21,25.5,1
7370,BRFS3,AMER,EQUITY CALL,BRFSK265,2020-11-16,26.5,2
7396,BRFS3,EURO,EQUITY PUT,BRFSS15,2020-07-20,15.0,2
7398,BRFS3,EURO,EQUITY PUT,BRFSS17,2020-07-20,17.0,3
7399,BRFS3,EURO,EQUITY PUT,BRFSS18,2020-07-20,18.0,2
7400,BRFS3,EURO,EQUITY PUT,BRFSS19,2020-07-20,19.0,19
7401,BRFS3,EURO,EQUITY PUT,BRFSS20,2020-07-20,20.0,71
7402,BRFS3,EURO,EQUITY PUT,BRFSS21,2020-07-20,21.0,55
7403,BRFS3,EURO,EQUITY PUT,BRFSS22,2020-07-20,22.0,17
7404,BRFS3,EURO,EQUITY PUT,BRFSS23,2020-07-20,23.0,14
7405,BRFS3,EURO,EQUITY PUT,BRFSS24,2020-07-20,24.0,3
7410,BRFS3,EURO,EQUITY PUT,BRFSS342,2020-07-20,34.25,1
7420,BRFS3,EURO,EQUITY PUT,BRFSS48,2020-07-20,18.5,3
7421,BRFS3,EURO,EQUITY PUT,BRFSS49,2020-07-20,19.5,15
7422,BRFS3,EURO,EQUITY PUT,BRFSS50,2020-07-20,20.5,7
7423,BRFS3,EURO,EQUITY PUT,BRFSS51,2020-07-20,21.5,1
7428,BRFS3,EURO,EQUITY PUT,BRFST167,2020-08-17,16.75,1
7429,BRFS3,EURO,EQUITY PUT,BRFST185,2020-08-17,18.5,6
7430,BRFS3,EURO,EQUITY PUT,BRFST190,2020-08-17,19.0,4
7432,BRFS3,EURO,EQUITY PUT,BRFST200,2020-08-17,20.0,14
7434,BRFS3,EURO,EQUITY PUT,BRFST205,2020-08-17,20.5,1
7436,BRFS3,EURO,EQUITY PUT,BRFST210,2020-08-17,21.0,10
7438,BRFS3,EURO,EQUITY PUT,BRFST220,2020-08-17,22.0,2
7441,BRFS3,EURO,EQUITY PUT,BRFST230,2020-08-17,23.0,8
7503,BRKM5,AMER,EQUITY CALL,BRKMG1,2020-07-20,31.5,3
7511,BRKM5,AMER,EQUITY CALL,BRKMG22,2020-07-20,22.0,2
7512,BRKM5,AMER,EQUITY CALL,BRKMG23,2020-07-20,23.0,2
7513,BRKM5,AMER,EQUITY CALL,BRKMG24,2020-07-20,24.0,15
7514,BRKM5,AMER,EQUITY CALL,BRKMG25,2020-07-20,25.0,8
7515,BRKM5,AMER,EQUITY CALL,BRKMG26,2020-07-20,26.0,10
7516,BRKM5,AMER,EQUITY CALL,BRKMG27,2020-07-20,27.0,3
7517,BRKM5,AMER,EQUITY CALL,BRKMG280,2020-07-20,28.0,3
7518,BRKM5,AMER,EQUITY CALL,BRKMG290,2020-07-20,29.0,4
7519,BRKM5,AMER,EQUITY CALL,BRKMG300,2020-07-20,30.0,14
7520,BRKM5,AMER,EQUITY CALL,BRKMG310,2020-07-20,31.0,4
7521,BRKM5,AMER,EQUITY CALL,BRKMG32,2020-07-20,32.0,1
7523,BRKM5,AMER,EQUITY CALL,BRKMG335,2020-07-20,33.5,13
7535,BRKM5,AMER,EQUITY CALL,BRKMG54,2020-07-20,24.5,12
7536,BRKM5,AMER,EQUITY CALL,BRKMG55,2020-07-20,25.5,1
7537,BRKM5,AMER,EQUITY CALL,BRKMG56,2020-07-20,26.5,1
7540,BRKM5,AMER,EQUITY CALL,BRKMH220,2020-08-17,22.0,1
7542,BRKM5,AMER,EQUITY CALL,BRKMH230,2020-08-17,23.0,6
7544,BRKM5,AMER,EQUITY CALL,BRKMH240,2020-08-17,24.0,3
7546,BRKM5,AMER,EQUITY CALL,BRKMH250,2020-08-17,25.0,8
7556,BRKM5,AMER,EQUITY CALL,BRKMH300,2020-08-17,30.0,2
7596,BRKM5,EURO,EQUITY PUT,BRKMS16,2020-07-20,16.0,8
7601,BRKM5,EURO,EQUITY PUT,BRKMS20,2020-07-20,20.0,1
7602,BRKM5,EURO,EQUITY PUT,BRKMS21,2020-07-20,21.0,20
7603,BRKM5,EURO,EQUITY PUT,BRKMS22,2020-07-20,22.0,8
7604,BRKM5,EURO,EQUITY PUT,BRKMS23,2020-07-20,23.0,17
7605,BRKM5,EURO,EQUITY PUT,BRKMS24,2020-07-20,24.0,3
7606,BRKM5,EURO,EQUITY PUT,BRKMS25,2020-07-20,25.0,2
7624,BRKM5,EURO,EQUITY PUT,BRKMS51,2020-07-20,21.5,2
7634,BRKM5,EURO,EQUITY PUT,BRKMT230,2020-08-17,23.0,3
7636,BRKM5,EURO,EQUITY PUT,BRKMT240,2020-08-17,24.0,2
7689,BRML3,AMER,EQUITY CALL,BRMLG10,2020-07-20,10.0,9
7690,BRML3,AMER,EQUITY CALL,BRMLG11,2020-07-20,11.0,14
7691,BRML3,EURO,EQUITY CALL,BRMLG112,2020-07-20,11.25,2
7692,BRML3,AMER,EQUITY CALL,BRMLG12,2020-07-20,12.0,20
7694,BRML3,AMER,EQUITY CALL,BRMLG13,2020-07-20,13.0,14
7695,BRML3,AMER,EQUITY CALL,BRMLG14,2020-07-20,14.0,4
7696,BRML3,AMER,EQUITY CALL,BRMLG15,2020-07-20,15.0,6
7699,BRML3,AMER,EQUITY CALL,BRMLG205,2020-07-20,20.5,6
7700,BRML3,AMER,EQUITY CALL,BRMLG40,2020-07-20,10.5,25
7701,BRML3,AMER,EQUITY CALL,BRMLG41,2020-07-20,11.5,5
7702,BRML3,AMER,EQUITY CALL,BRMLG42,2020-07-20,12.5,2
7703,BRML3,AMER,EQUITY CALL,BRMLG43,2020-07-20,13.5,1
7720,BRML3,AMER,EQUITY CALL,BRMLG96,2020-07-20,9.6,2
7722,BRML3,AMER,EQUITY CALL,BRMLH100,2020-08-17,10.0,11
7723,BRML3,AMER,EQUITY CALL,BRMLH105,2020-08-17,10.5,1
7725,BRML3,AMER,EQUITY CALL,BRMLH110,2020-08-17,11.0,6
7729,BRML3,AMER,EQUITY CALL,BRMLH125,2020-08-17,12.5,2
7730,BRML3,EURO,EQUITY CALL,BRMLH127,2020-08-17,12.75,1
7733,BRML3,AMER,EQUITY CALL,BRMLH140,2020-08-17,14.0,2
7745,BRML3,AMER,EQUITY CALL,BRMLH980,2020-08-17,9.8,1
7804,BRML3,EURO,EQUITY PUT,BRMLS10,2020-07-20,10.0,70
7805,BRML3,EURO,EQUITY PUT,BRMLS11,2020-07-20,11.0,1
7828,BRML3,EURO,EQUITY PUT,BRMLS84,2020-07-20,8.4,1
7829,BRML3,EURO,EQUITY PUT,BRMLS86,2020-07-20,8.6,1
7830,BRML3,EURO,EQUITY PUT,BRMLS88,2020-07-20,8.8,1
7831,BRML3,EURO,EQUITY PUT,BRMLS9,2020-07-20,9.0,9
7833,BRML3,EURO,EQUITY PUT,BRMLS930,2020-07-20,9.3,2
7834,BRML3,EURO,EQUITY PUT,BRMLS94,2020-07-20,9.4,5
7835,BRML3,EURO,EQUITY PUT,BRMLS96,2020-07-20,9.6,5
7836,BRML3,EURO,EQUITY PUT,BRMLS98,2020-07-20,9.8,2
7850,BRML3,EURO,EQUITY PUT,BRMLT800,2020-08-17,8.0,4
7851,BRML3,EURO,EQUITY PUT,BRMLT820,2020-08-17,8.2,2
7855,BRML3,EURO,EQUITY PUT,BRMLT900,2020-08-17,9.0,1
7858,BRML3,EURO,EQUITY PUT,BRMLT940,2020-08-17,9.4,2
7859,BRML3,EURO,EQUITY PUT,BRMLT960,2020-08-17,9.6,1
7913,BRSR6,AMER,EQUITY CALL,BRSRG150,2020-07-20,14.82,1
7922,BRSR6,AMER,EQUITY CALL,BRSRI215,2020-09-21,21.11,2
7938,BTOW3,AMER,EQUITY CALL,BTOWG106,2020-07-20,106.0,3
7950,BTOW3,AMER,EQUITY CALL,BTOWG4,2020-07-20,104.0,2
8945,CCRO3,AMER,EQUITY CALL,CCROG15,2020-07-20,15.0,1
8946,CCRO3,AMER,EQUITY CALL,CCROG16,2020-07-20,16.0,5
8947,CCRO3,AMER,EQUITY CALL,CCROG17,2020-07-20,17.0,14
8952,CCRO3,AMER,EQUITY CALL,CCROG44,2020-07-20,14.5,4
8953,CCRO3,AMER,EQUITY CALL,CCROG45,2020-07-20,15.5,2
8954,CCRO3,AMER,EQUITY CALL,CCROG46,2020-07-20,16.5,3
8955,CCRO3,AMER,EQUITY CALL,CCROG47,2020-07-20,17.5,9
8971,CCRO3,AMER,EQUITY CALL,CCROH150,2020-08-17,15.0,4
8972,CCRO3,AMER,EQUITY CALL,CCROH155,2020-08-17,15.5,1
8973,CCRO3,AMER,EQUITY CALL,CCROH160,2020-08-17,16.0,3
8974,CCRO3,AMER,EQUITY CALL,CCROH165,2020-08-17,16.5,1
8976,CCRO3,AMER,EQUITY CALL,CCROH175,2020-08-17,17.5,3
9031,CCRO3,EURO,EQUITY PUT,CCROS10,2020-07-20,10.0,3
9037,CCRO3,EURO,EQUITY PUT,CCROS14,2020-07-20,14.0,14
9038,CCRO3,EURO,EQUITY PUT,CCROS142,2020-07-20,14.25,1
9039,CCRO3,EURO,EQUITY PUT,CCROS15,2020-07-20,15.0,5
9045,CCRO3,EURO,EQUITY PUT,CCROS43,2020-07-20,13.5,3
9046,CCRO3,EURO,EQUITY PUT,CCROS44,2020-07-20,14.5,5
9047,CCRO3,EURO,EQUITY PUT,CCROS45,2020-07-20,15.5,2
9060,CCRO3,EURO,EQUITY PUT,CCROT125,2020-08-17,12.5,1
9061,CCRO3,EURO,EQUITY PUT,CCROT130,2020-08-17,13.0,1
9135,CESP6,EURO,EQUITY PUT,CESPS27,2020-07-20,27.0,2
9160,CIEL3,AMER,EQUITY CALL,CIELA470,2021-01-18,4.7,1
9164,CIEL3,EURO,EQUITY CALL,CIELA570,2021-01-18,5.7,1
9175,CIEL3,AMER,EQUITY CALL,CIELG35,2020-07-20,3.5,7
9179,CIEL3,AMER,EQUITY CALL,CIELG39,2020-07-20,3.9,2
9180,CIEL3,AMER,EQUITY CALL,CIELG40,2020-07-20,4.0,8
9182,CIEL3,AMER,EQUITY CALL,CIELG42,2020-07-20,4.2,1
9184,CIEL3,AMER,EQUITY CALL,CIELG44,2020-07-20,4.4,33
9185,CIEL3,AMER,EQUITY CALL,CIELG45,2020-07-20,4.5,48
9186,CIEL3,AMER,EQUITY CALL,CIELG46,2020-07-20,4.6,104
9187,CIEL3,AMER,EQUITY CALL,CIELG47,2020-07-20,4.7,89
9188,CIEL3,AMER,EQUITY CALL,CIELG480,2020-07-20,4.8,203
9189,CIEL3,AMER,EQUITY CALL,CIELG490,2020-07-20,4.9,139
9190,CIEL3,AMER,EQUITY CALL,CIELG50,2020-07-20,5.0,2867
9191,CIEL3,AMER,EQUITY CALL,CIELG520,2020-07-20,5.2,442
9192,CIEL3,AMER,EQUITY CALL,CIELG540,2020-07-20,5.4,229
9193,CIEL3,AMER,EQUITY CALL,CIELG560,2020-07-20,5.6,844
9194,CIEL3,AMER,EQUITY CALL,CIELG580,2020-07-20,5.8,351
9195,CIEL3,AMER,EQUITY CALL,CIELG600,2020-07-20,6.0,243
9196,CIEL3,EURO,EQUITY CALL,CIELG610,2020-07-20,6.1,5
9197,CIEL3,AMER,EQUITY CALL,CIELG620,2020-07-20,6.2,193
9198,CIEL3,EURO,EQUITY CALL,CIELG650,2020-07-20,6.5,3
9199,CIEL3,EURO,EQUITY CALL,CIELG690,2020-07-20,6.9,4
9200,CIEL3,AMER,EQUITY CALL,CIELG720,2020-07-20,7.2,385
9201,CIEL3,EURO,EQUITY CALL,CIELG810,2020-07-20,8.1,51
9202,CIEL3,EURO,EQUITY CALL,CIELG850,2020-07-20,8.5,2
9203,CIEL3,EURO,EQUITY CALL,CIELG910,2020-07-20,9.1,21
9206,CIEL3,AMER,EQUITY CALL,CIELH105,2020-08-17,10.5,41
9209,CIEL3,AMER,EQUITY CALL,CIELH150,2020-08-17,15.0,12
9231,CIEL3,AMER,EQUITY CALL,CIELH450,2020-08-17,4.5,6
9232,CIEL3,AMER,EQUITY CALL,CIELH460,2020-08-17,4.6,52
9233,CIEL3,AMER,EQUITY CALL,CIELH470,2020-08-17,4.7,10
9234,CIEL3,AMER,EQUITY CALL,CIELH480,2020-08-17,4.8,18
9235,CIEL3,AMER,EQUITY CALL,CIELH490,2020-08-17,4.9,15
9236,CIEL3,AMER,EQUITY CALL,CIELH500,2020-08-17,5.0,59
9237,CIEL3,AMER,EQUITY CALL,CIELH520,2020-08-17,5.2,17
9238,CIEL3,AMER,EQUITY CALL,CIELH540,2020-08-17,5.4,7
9239,CIEL3,AMER,EQUITY CALL,CIELH560,2020-08-17,5.6,15
9240,CIEL3,AMER,EQUITY CALL,CIELH580,2020-08-17,5.8,5
9241,CIEL3,AMER,EQUITY CALL,CIELH600,2020-08-17,6.0,13
9242,CIEL3,AMER,EQUITY CALL,CIELH620,2020-08-17,6.2,4
9243,CIEL3,AMER,EQUITY CALL,CIELH640,2020-08-17,6.4,4
9244,CIEL3,AMER,EQUITY CALL,CIELH660,2020-08-17,6.6,123
9245,CIEL3,AMER,EQUITY CALL,CIELH680,2020-08-17,6.8,4
9246,CIEL3,AMER,EQUITY CALL,CIELH700,2020-08-17,7.0,2
9247,CIEL3,AMER,EQUITY CALL,CIELH800,2020-08-17,8.0,22
9248,CIEL3,AMER,EQUITY CALL,CIELH820,2020-08-17,8.2,2
9250,CIEL3,AMER,EQUITY CALL,CIELH860,2020-08-17,8.6,1
9276,CIEL3,AMER,EQUITY CALL,CIELI660,2020-09-21,6.6,3
9279,CIEL3,AMER,EQUITY CALL,CIELJ940,2020-10-19,9.34,2
9280,CIEL3,EURO,EQUITY CALL,CIELK65,2020-11-16,6.5,7
9281,CIEL3,AMER,EQUITY CALL,CIELL120,2020-12-21,12.0,4
9282,CIEL3,EURO,EQUITY PUT,CIELM440,2021-01-18,4.4,1
9293,CIEL3,EURO,EQUITY PUT,CIELS29,2020-07-20,2.9,11
9294,CIEL3,EURO,EQUITY PUT,CIELS30,2020-07-20,3.0,6
9297,CIEL3,EURO,EQUITY PUT,CIELS33,2020-07-20,3.3,12
9298,CIEL3,EURO,EQUITY PUT,CIELS34,2020-07-20,3.4,10
9299,CIEL3,EURO,EQUITY PUT,CIELS35,2020-07-20,3.5,21
9300,CIEL3,EURO,EQUITY PUT,CIELS36,2020-07-20,3.6,15
9301,CIEL3,EURO,EQUITY PUT,CIELS370,2020-07-20,3.7,14
9302,CIEL3,EURO,EQUITY PUT,CIELS38,2020-07-20,3.8,19
9303,CIEL3,EURO,EQUITY PUT,CIELS39,2020-07-20,3.9,25
9304,CIEL3,EURO,EQUITY PUT,CIELS40,2020-07-20,4.0,212
9305,CIEL3,EURO,EQUITY PUT,CIELS41,2020-07-20,4.1,29
9306,CIEL3,EURO,EQUITY PUT,CIELS42,2020-07-20,4.2,21
9307,CIEL3,EURO,EQUITY PUT,CIELS43,2020-07-20,4.3,8
9308,CIEL3,EURO,EQUITY PUT,CIELS44,2020-07-20,4.4,48
9309,CIEL3,EURO,EQUITY PUT,CIELS45,2020-07-20,4.5,38
9310,CIEL3,EURO,EQUITY PUT,CIELS46,2020-07-20,4.6,17
9311,CIEL3,EURO,EQUITY PUT,CIELS47,2020-07-20,4.7,14
9312,CIEL3,EURO,EQUITY PUT,CIELS480,2020-07-20,4.8,11
9313,CIEL3,EURO,EQUITY PUT,CIELS490,2020-07-20,4.9,7
9314,CIEL3,EURO,EQUITY PUT,CIELS50,2020-07-20,5.0,21
9315,CIEL3,EURO,EQUITY PUT,CIELS520,2020-07-20,5.2,16
9316,CIEL3,EURO,EQUITY PUT,CIELS540,2020-07-20,5.4,2
9317,CIEL3,EURO,EQUITY PUT,CIELS560,2020-07-20,5.6,7
9324,CIEL3,EURO,EQUITY PUT,CIELS720,2020-07-20,7.2,1
9338,CIEL3,EURO,EQUITY PUT,CIELT275,2020-08-17,2.75,3
9340,CIEL3,EURO,EQUITY PUT,CIELT300,2020-08-17,3.0,1
9347,CIEL3,EURO,EQUITY PUT,CIELT370,2020-08-17,3.7,4
9350,CIEL3,EURO,EQUITY PUT,CIELT400,2020-08-17,4.0,28
9351,CIEL3,EURO,EQUITY PUT,CIELT410,2020-08-17,4.1,1
9352,CIEL3,EURO,EQUITY PUT,CIELT420,2020-08-17,4.2,22
9353,CIEL3,EURO,EQUITY PUT,CIELT430,2020-08-17,4.3,1
9354,CIEL3,EURO,EQUITY PUT,CIELT440,2020-08-17,4.4,1
9355,CIEL3,EURO,EQUITY PUT,CIELT450,2020-08-17,4.5,16
9356,CIEL3,EURO,EQUITY PUT,CIELT460,2020-08-17,4.6,3
9357,CIEL3,EURO,EQUITY PUT,CIELT470,2020-08-17,4.7,11
9358,CIEL3,EURO,EQUITY PUT,CIELT480,2020-08-17,4.8,11
9359,CIEL3,EURO,EQUITY PUT,CIELT490,2020-08-17,4.9,4
9360,CIEL3,EURO,EQUITY PUT,CIELT500,2020-08-17,5.0,3
9362,CIEL3,EURO,EQUITY PUT,CIELT540,2020-08-17,5.4,1
9363,CIEL3,EURO,EQUITY PUT,CIELT560,2020-08-17,5.6,1
9370,CIEL3,EURO,EQUITY PUT,CIELT700,2020-08-17,7.0,1
9408,CMIG4,AMER,EQUITY CALL,CMIGG11,2020-07-20,11.0,24
9409,CMIG4,AMER,EQUITY CALL,CMIGG12,2020-07-20,12.0,69
9410,CMIG4,AMER,EQUITY CALL,CMIGG13,2020-07-20,13.0,42
9411,CMIG4,AMER,EQUITY CALL,CMIGG14,2020-07-20,14.0,10
9412,CMIG4,EURO,EQUITY CALL,CMIGG152,2020-07-20,15.25,4
9413,CMIG4,EURO,EQUITY CALL,CMIGG162,2020-07-20,16.25,9
9414,CMIG4,AMER,EQUITY CALL,CMIGG40,2020-07-20,10.5,9
9415,CMIG4,AMER,EQUITY CALL,CMIGG41,2020-07-20,11.5,38
9416,CMIG4,AMER,EQUITY CALL,CMIGG42,2020-07-20,12.5,66
9417,CMIG4,AMER,EQUITY CALL,CMIGG43,2020-07-20,13.5,58
9418,CMIG4,AMER,EQUITY CALL,CMIGG44,2020-07-20,14.5,4
9435,CMIG4,AMER,EQUITY CALL,CMIGH105,2020-08-17,10.7,3
9436,CMIG4,AMER,EQUITY CALL,CMIGH110,2020-08-17,11.2,4
9437,CMIG4,AMER,EQUITY CALL,CMIGH115,2020-08-17,11.7,3
9438,CMIG4,AMER,EQUITY CALL,CMIGH125,2020-08-17,12.7,4
9439,CMIG4,AMER,EQUITY CALL,CMIGH13,2020-08-17,12.2,11
9477,CMIG4,EURO,EQUITY PUT,CMIGS100,2020-07-20,10.0,3
9478,CMIG4,EURO,EQUITY PUT,CMIGS11,2020-07-20,11.0,4
