,RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty,Strike,Ticker,Validade,Tipo,Price
2345,2020-07-09,B3SAI668,BRB3SA3I05R8,EQUITY CALL,"1,5","1,5","1,5","1,5",,"1,27",1,1000,66.88,B3SA3,2020-09-21,AMER,59.08
2437,2020-07-09,B3SAS11,BRB3SA3S02X2,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",1,10000,41.44,B3SA3,2020-07-20,EURO,59.08
2440,2020-07-09,B3SAS14,BRB3SA3S03H3,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",2,400,44.44,B3SA3,2020-07-20,EURO,59.08
2442,2020-07-09,B3SAS16,BRB3SA3S0382,EQUITY PUT,"0,02","0,03","0,02","0,03",,"0,01",6,8600,46.44,B3SA3,2020-07-20,EURO,59.08
2443,2020-07-09,B3SAS17,BRB3SA3S0374,EQUITY PUT,"0,01","0,04","0,02","0,02",,"0,01",11,23400,47.44,B3SA3,2020-07-20,EURO,59.08
2462,2020-07-09,B3SAS39,BRB3SA3S02S2,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",1,1000,38.94,B3SA3,2020-07-20,EURO,59.08
2467,2020-07-09,B3SAS40,BRB3SA3S0309,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",1,10000,39.94,B3SA3,2020-07-20,EURO,59.08
2473,2020-07-09,B3SAS43,BRB3SA3S0317,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",6,25000,42.94,B3SA3,2020-07-20,EURO,59.08
2475,2020-07-09,B3SAS45,BRB3SA3S02O1,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",1,259400,44.94,B3SA3,2020-07-20,EURO,59.08
2476,2020-07-09,B3SAS450,BRB3SA3S02G7,EQUITY PUT,"0,01","0,02","0,01","0,01",,"0,01",5,11000,43.94,B3SA3,2020-07-20,EURO,59.08
2478,2020-07-09,B3SAS469,BRB3SA3S02J1,EQUITY PUT,"0,03","0,03","0,03","0,03",,"0,01",1,2000,46.19,B3SA3,2020-07-20,EURO,59.08
2480,2020-07-09,B3SAS48,BRB3SA3S02P8,EQUITY PUT,"0,02","0,04","0,02","0,02",,"0,01",2,10400,47.94,B3SA3,2020-07-20,EURO,59.08
2482,2020-07-09,B3SAS490,BRB3SA3S03P6,EQUITY PUT,"0,02","0,03","0,02","0,03",,"0,02",2,200,48.94,B3SA3,2020-07-20,EURO,59.08
2483,2020-07-09,B3SAS495,BRB3SA3S03V4,EQUITY PUT,"0,15","0,15","0,15","0,15",,"0,03",1,1600,49.44,B3SA3,2020-07-20,EURO,59.08
2485,2020-07-09,B3SAS500,BRB3SA3S0465,EQUITY PUT,"0,05","0,05","0,05","0,05",,"0,04",2,260700,49.94,B3SA3,2020-07-20,EURO,59.08
2486,2020-07-09,B3SAS510,BRB3SA3S03X0,EQUITY PUT,"0,09","0,09","0,09","0,09",,"0,08",1,2000,50.94,B3SA3,2020-07-20,EURO,59.08
2487,2020-07-09,B3SAS511,BRB3SA3S02M5,EQUITY PUT,"0,05","0,06","0,05","0,06",,"0,06",16,117000,50.44,B3SA3,2020-07-20,EURO,59.08
2488,2020-07-09,B3SAS515,BRB3SA3S03W2,EQUITY PUT,"0,08","0,11","0,1","0,11",,"0,1",5,5000,51.44,B3SA3,2020-07-20,EURO,59.08
2489,2020-07-09,B3SAS520,BRB3SA3S03Y8,EQUITY PUT,"0,13","0,13","0,13","0,13",,"0,12",1,100,51.94,B3SA3,2020-07-20,EURO,59.08
2490,2020-07-09,B3SAS525,BRB3SA3S0440,EQUITY PUT,"0,1","0,14","0,12","0,14",,"0,16",20,125100,52.44,B3SA3,2020-07-20,EURO,59.08
2491,2020-07-09,B3SAS530,BRB3SA3S03Z5,EQUITY PUT,"0,12","0,43","0,16","0,2",,"0,19",65,121800,52.94,B3SA3,2020-07-20,EURO,59.08
2492,2020-07-09,B3SAS540,BRB3SA3S0432,EQUITY PUT,"0,2","0,25","0,2","0,25",,"0,29",12,57900,53.94,B3SA3,2020-07-20,EURO,59.08
2493,2020-07-09,B3SAS544,BRB3SA3S04C2,EQUITY PUT,"0,22","0,31","0,29","0,29",,"0,34",10,48300,54.44,B3SA3,2020-07-20,EURO,59.08
2494,2020-07-09,B3SAS545,BRB3SA3S02H5,EQUITY PUT,"0,15","0,24","0,22","0,23",,"0,24",12,17700,53.44,B3SA3,2020-07-20,EURO,59.08
2495,2020-07-09,B3SAS550,BRB3SA3S0416,EQUITY PUT,"0,24","0,42","0,31","0,41",,"0,41",42,246700,54.94,B3SA3,2020-07-20,EURO,59.08
2496,2020-07-09,B3SAS555,BRB3SA3S0408,EQUITY PUT,"0,25","0,44","0,29","0,44",,"0,49",9,41900,55.44,B3SA3,2020-07-20,EURO,59.08
2497,2020-07-09,B3SAS560,BRB3SA3S0457,EQUITY PUT,"0,33","0,68","0,5","0,54",,"0,59",26,41800,55.94,B3SA3,2020-07-20,EURO,59.08
2498,2020-07-09,B3SAS565,BRB3SA3S0481,EQUITY PUT,"0,4","0,66","0,6","0,63",,"0,7",14,76900,56.44,B3SA3,2020-07-20,EURO,59.08
2499,2020-07-09,B3SAS570,BRB3SA3S0499,EQUITY PUT,"0,45","0,89","0,57","0,8",,"0,83",14,26000,56.94,B3SA3,2020-07-20,EURO,59.08
2500,2020-07-09,B3SAS575,BRB3SA3S0473,EQUITY PUT,"0,5","0,6","0,56","0,6",,"0,98",2,15000,57.44,B3SA3,2020-07-20,EURO,59.08
2501,2020-07-09,B3SAS580,BRB3SA3S04F5,EQUITY PUT,"0,64","1,27","1,07","1,12",,"1,15",115,332000,57.94,B3SA3,2020-07-20,EURO,59.08
2502,2020-07-09,B3SAS590,BRB3SA3S04G3,EQUITY PUT,"0,82","1,69","1,22","1,52",,"1,57",37,170500,58.94,B3SA3,2020-07-20,EURO,59.08
2504,2020-07-09,B3SAS600,BRB3SA3S04E8,EQUITY PUT,"1,2","2,16","1,57","2,03",,"2,1",38,174800,59.94,B3SA3,2020-07-20,EURO,59.08
2505,2020-07-09,B3SAS610,BRB3SA3S04H1,EQUITY PUT,"1,78","2,76","2,17","2,67",,"2,73",17,173400,60.94,B3SA3,2020-07-20,EURO,59.08
2514,2020-07-09,B3SAS9,BRB3SA3S0358,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",1,1600,43.69,B3SA3,2020-07-20,EURO,59.08
2517,2020-07-09,B3SAT212,BRB3SA3T02Q4,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",1,200,20.52,B3SA3,2020-08-17,EURO,59.08
2528,2020-07-09,B3SAT264,BRB3SA3T04N7,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",1,3000,25.52,B3SA3,2020-08-17,EURO,59.08
2559,2020-07-09,B3SAT40,BRB3SA3T0365,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,03",1,100,40.27,B3SA3,2020-08-17,EURO,59.08
2575,2020-07-09,B3SAT460,BRB3SA3T02R2,EQUITY PUT,"0,15","0,15","0,15","0,15",,"0,19",1,100,45.27,B3SA3,2020-08-17,EURO,59.08
2583,2020-07-09,B3SAT483,BRB3SA3T03V2,EQUITY PUT,"0,3","0,3","0,3","0,3",,"0,39",1,400,48.27,B3SA3,2020-08-17,EURO,59.08
2590,2020-07-09,B3SAT515,BRB3SA3T02S0,EQUITY PUT,"0,44","0,8","0,44","0,44",,"0,67",4,1735500,50.77,B3SA3,2020-08-17,EURO,59.08
2591,2020-07-09,B3SAT518,BRB3SA3T0514,EQUITY PUT,"0,59","1,24","0,83","1,24",,"0,82",3,300,51.77,B3SA3,2020-08-17,EURO,59.08
2594,2020-07-09,B3SAT533,BRB3SA3T04Z1,EQUITY PUT,"1,41","1,42","1,41","1,41",,"1,09",2,200,53.27,B3SA3,2020-08-17,EURO,59.08
2595,2020-07-09,B3SAT538,BRB3SA3T04P2,EQUITY PUT,"1,03","1,21","1,07","1,14",,"1,2",7,5700,53.77,B3SA3,2020-08-17,EURO,59.08
2596,2020-07-09,B3SAT543,BRB3SA3T04W8,EQUITY PUT,"0,98","1,33","1,19","1,33",,"1,32",5,14400,54.27,B3SA3,2020-08-17,EURO,59.08
2597,2020-07-09,B3SAT548,BRB3SA3T04Q0,EQUITY PUT,"1,03","1,5","1,31","1,5",,"1,45",29,58500,54.77,B3SA3,2020-08-17,EURO,59.08
2598,2020-07-09,B3SAT553,BRB3SA3T0506,EQUITY PUT,"1,24","1,41","1,34","1,41",,"1,59",4,12600,55.27,B3SA3,2020-08-17,EURO,59.08
2599,2020-07-09,B3SAT563,BRB3SA3T04U2,EQUITY PUT,"1,93",2,"1,96",2,,"1,9",2,200,56.27,B3SA3,2020-08-17,EURO,59.08
2600,2020-07-09,B3SAT565,BRB3SA3T02T8,EQUITY PUT,"1,3","1,35","1,32","1,35",,"1,74",3,300,55.77,B3SA3,2020-08-17,EURO,59.08
2601,2020-07-09,B3SAT568,BRB3SA3T04X6,EQUITY PUT,"1,46","2,02","1,84",2,,"2,07",9,6300,56.77,B3SA3,2020-08-17,EURO,59.08
2602,2020-07-09,B3SAT573,BRB3SA3T0555,EQUITY PUT,"1,65","2,35","2,18","2,2",,"2,26",22,2531400,57.27,B3SA3,2020-08-17,EURO,59.08
2603,2020-07-09,B3SAT580,BRB3SA3T05B9,EQUITY PUT,"2,16","2,65","2,43","2,64",,"2,68",9,1300,58.27,B3SA3,2020-08-17,EURO,59.08
2604,2020-07-09,B3SAT585,BRB3SA3T02W2,EQUITY PUT,"1,81","2,57","2,09","2,41",,"2,46",40,53200,57.77,B3SA3,2020-08-17,EURO,59.08
2605,2020-07-09,B3SAT588,BRB3SA3T0597,EQUITY PUT,"2,3","2,72","2,4","2,68",,"2,9",18,12200,58.77,B3SA3,2020-08-17,EURO,59.08
2606,2020-07-09,B3SAT590,BRB3SA3T05F0,EQUITY PUT,"2,43","2,61","2,46","2,52",,"3,15",20,53100,59.27,B3SA3,2020-08-17,EURO,59.08
2607,2020-07-09,B3SAT598,BRB3SA3T0589,EQUITY PUT,"2,51","3,51","2,83","3,51",,"3,4",10,15000,59.77,B3SA3,2020-08-17,EURO,59.08
2609,2020-07-09,B3SAT602,BRB3SA3T05Q7,EQUITY PUT,"3,05","3,4","3,1","3,4",,"3,67",3,2100,60.27,B3SA3,2020-08-17,EURO,59.08
2610,2020-07-09,B3SAT608,BRB3SA3T0571,EQUITY PUT,3,"4,08","3,48","3,89",,"3,95",30,151400,60.77,B3SA3,2020-08-17,EURO,59.08
2806,2020-07-09,B3SAX250,BRB3SA3X01W6,EQUITY PUT,"0,06","0,07","0,06","0,06",,"0,01",4,40000,23.48,B3SA3,2020-12-21,EURO,59.08
2824,2020-07-09,B3SAX507,BRB3SA3X04D0,EQUITY PUT,"2,1","2,3","2,2","2,3",,"2,36",2,200,49.98,B3SA3,2020-12-21,EURO,59.08
2859,2020-07-09,BBASE250,BRBBAS3E0M13,EQUITY CALL,"10,92","11,1","11,03","10,95",,"10,76",13,36000,25.0,BBAS3,2021-05-21,AMER,33.86
2896,2020-07-09,BBASG280,BRBBAS3G0L50,EQUITY CALL,"6,1","6,12","6,11","6,12",,"5,95",2,20000,28.06,BBAS3,2020-07-20,AMER,33.86
2902,2020-07-09,BBASG30,BRBBAS3G0LE0,EQUITY CALL,"3,95","4,25","4,11","4,11",,"4,06",9,6200,30.06,BBAS3,2020-07-20,AMER,33.86
2905,2020-07-09,BBASG308,BRBBAS3G0L68,EQUITY CALL,"3,35","3,4","3,37","3,35",,"3,37",2,200,30.81,BBAS3,2020-07-20,EURO,33.86
2906,2020-07-09,BBASG310,BRBBAS3G0LY8,EQUITY CALL,"3,12","3,21","3,17","3,12",,"3,14",4,1700,31.06,BBAS3,2020-07-20,AMER,33.86
2908,2020-07-09,BBASG318,BRBBAS3G0MB4,EQUITY CALL,"2,5","2,55","2,52","2,5",,"2,49",2,4500,31.81,BBAS3,2020-07-20,EURO,33.86
2909,2020-07-09,BBASG32,BRBBAS3G0LO9,EQUITY CALL,"2,2","2,4","2,31","2,28",,"2,28",12,30700,32.06,BBAS3,2020-07-20,AMER,33.86
2910,2020-07-09,BBASG323,BRBBAS3G0MJ7,EQUITY CALL,"1,9","2,1","2,01","2,06",,"2,08",4,2800,32.31,BBAS3,2020-07-20,EURO,33.86
2911,2020-07-09,BBASG325,BRBBAS3G0MM1,EQUITY CALL,"1,87","2,03","1,97","1,9",,"1,88",9,14600,32.56,BBAS3,2020-07-20,AMER,33.86
2913,2020-07-09,BBASG330,BRBBAS3G0M00,EQUITY CALL,"1,46","1,68","1,51","1,52",,"1,52",51,250500,33.06,BBAS3,2020-07-20,AMER,33.86
2914,2020-07-09,BBASG333,BRBBAS3G0LD2,EQUITY CALL,"1,42","1,42","1,42","1,42",,"1,35",1,1400,33.31,BBAS3,2020-07-20,EURO,33.86
2915,2020-07-09,BBASG335,BRBBAS3G0MQ2,EQUITY CALL,"1,15","1,34","1,22","1,2",,"1,19",21,8100,33.56,BBAS3,2020-07-20,AMER,33.86
2916,2020-07-09,BBASG338,BRBBAS3G0MA6,EQUITY CALL,"1,02","1,19","1,03","1,04",,"1,05",13,117800,33.81,BBAS3,2020-07-20,EURO,33.86
2917,2020-07-09,BBASG340,BRBBAS3G0LX0,EQUITY CALL,"0,88","1,12","0,94","0,93",,"0,91",73,209000,34.06,BBAS3,2020-07-20,AMER,33.86
2918,2020-07-09,BBASG343,BRBBAS3G0ML3,EQUITY CALL,"0,77","0,9","0,83","0,78",,"0,79",12,59100,34.31,BBAS3,2020-07-20,EURO,33.86
2919,2020-07-09,BBASG345,BRBBAS3G0MO7,EQUITY CALL,"0,66","0,8","0,7","0,66",,"0,68",37,97700,34.56,BBAS3,2020-07-20,AMER,33.86
2920,2020-07-09,BBASG348,BRBBAS3G0MV2,EQUITY CALL,"0,54","0,75","0,63","0,6",,"0,58",13,54500,34.81,BBAS3,2020-07-20,EURO,33.86
2921,2020-07-09,BBASG350,BRBBAS3G0M75,EQUITY CALL,"0,47","0,63","0,5","0,54",,"0,5",95,432500,35.06,BBAS3,2020-07-20,AMER,33.86
2922,2020-07-09,BBASG353,BRBBAS3G0MH1,EQUITY CALL,"0,4","0,55","0,42","0,4",,"0,42",13,145000,35.31,BBAS3,2020-07-20,EURO,33.86
2923,2020-07-09,BBASG355,BRBBAS3G0MN9,EQUITY CALL,"0,35","0,45","0,38","0,35",,"0,35",32,43300,35.56,BBAS3,2020-07-20,AMER,33.86
2924,2020-07-09,BBASG358,BRBBAS3G0MC2,EQUITY CALL,"0,29","0,34","0,31","0,29",,"0,3",16,17800,35.81,BBAS3,2020-07-20,EURO,33.86
2925,2020-07-09,BBASG360,BRBBAS3G0MP4,EQUITY CALL,"0,23","0,35","0,26","0,28",,"0,25",70,362500,36.06,BBAS3,2020-07-20,AMER,33.86
2926,2020-07-09,BBASG363,BRBBAS3G0MG3,EQUITY CALL,"0,25","0,25","0,25","0,25",,"0,21",5,17000,36.31,BBAS3,2020-07-20,EURO,33.86
2927,2020-07-09,BBASG365,BRBBAS3G0MR0,EQUITY CALL,"0,16","0,22","0,18","0,16",,"0,17",47,129900,36.56,BBAS3,2020-07-20,AMER,33.86
2928,2020-07-09,BBASG368,BRBBAS3G0MF5,EQUITY CALL,"0,14","0,14","0,14","0,14",,"0,15",1,200,36.81,BBAS3,2020-07-20,EURO,33.86
2929,2020-07-09,BBASG370,BRBBAS3G0MI9,EQUITY CALL,"0,11","0,15","0,13","0,12",,"0,12",35,41600,37.06,BBAS3,2020-07-20,AMER,33.86
2930,2020-07-09,BBASG373,BRBBAS3G0MK5,EQUITY CALL,"0,1","0,12","0,11","0,11",,"0,1",3,5200,37.31,BBAS3,2020-07-20,EURO,33.86
2931,2020-07-09,BBASG375,BRBBAS3G0M59,EQUITY CALL,"0,08","0,13","0,1","0,1",,"0,09",12,8300,37.56,BBAS3,2020-07-20,AMER,33.86
2932,2020-07-09,BBASG378,BRBBAS3G0ME8,EQUITY CALL,"0,07","0,09","0,08","0,09",,"0,07",4,11200,37.81,BBAS3,2020-07-20,EURO,33.86
2933,2020-07-09,BBASG380,BRBBAS3G0N25,EQUITY CALL,"0,06","0,1","0,06","0,06",,"0,06",186,137800,38.06,BBAS3,2020-07-20,AMER,33.86
2934,2020-07-09,BBASG383,BRBBAS3G0MZ3,EQUITY CALL,"0,07","0,07","0,07","0,07",,"0,06",1,1000,38.31,BBAS3,2020-07-20,EURO,33.86
2935,2020-07-09,BBASG385,BRBBAS3G0M67,EQUITY CALL,"0,04","0,07","0,05","0,05",,"0,05",46,100100,38.56,BBAS3,2020-07-20,AMER,33.86
2936,2020-07-09,BBASG388,BRBBAS3G0MT6,EQUITY CALL,"0,06","0,06","0,06","0,06",,"0,04",1,100,38.81,BBAS3,2020-07-20,EURO,33.86
2937,2020-07-09,BBASG390,BRBBAS3G0MY6,EQUITY CALL,"0,03","0,05","0,04","0,04",,"0,04",37,44900,39.06,BBAS3,2020-07-20,AMER,33.86
2939,2020-07-09,BBASG397,BRBBAS3G0L35,EQUITY CALL,"0,02","0,04","0,03","0,03",,"0,03",32,43700,39.56,BBAS3,2020-07-20,AMER,33.86
2940,2020-07-09,BBASG398,BRBBAS3G0MX8,EQUITY CALL,"0,04","0,04","0,04","0,04",,"0,03",1,200,39.81,BBAS3,2020-07-20,EURO,33.86
2941,2020-07-09,BBASG400,BRBBAS3G0MW0,EQUITY CALL,"0,02","0,05","0,03","0,02",,"0,03",236,195800,40.06,BBAS3,2020-07-20,AMER,33.86
2943,2020-07-09,BBASG405,BRBBAS3G0N33,EQUITY CALL,"0,03","0,03","0,03","0,03",,"0,02",4,12100,40.56,BBAS3,2020-07-20,AMER,33.86
2945,2020-07-09,BBASG413,BRBBAS3G0M83,EQUITY CALL,"0,01","0,02","0,01","0,02",,"0,01",5,2300,41.31,BBAS3,2020-07-20,EURO,33.86
2946,2020-07-09,BBASG422,BRBBAS3G0L43,EQUITY CALL,"0,01","0,02","0,01","0,02",,"0,01",5,40800,42.06,BBAS3,2020-07-20,AMER,33.86
2947,2020-07-09,BBASG438,BRBBAS3G0LZ5,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",1,100,43.81,BBAS3,2020-07-20,EURO,33.86
2948,2020-07-09,BBASG458,BRBBAS3G0KJ1,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",12,37400,44.31,BBAS3,2020-07-20,EURO,33.86
2961,2020-07-09,BBASG52,BRBBAS3G0KT0,EQUITY CALL,"0,01","0,02","0,01","0,01",,"0,01",5,15500,51.81,BBAS3,2020-07-20,AMER,33.86
2998,2020-07-09,BBASH305,BRBBAS3H0MN8,EQUITY CALL,"4,3","4,3","4,3","4,3",,"4,3",1,1000,30.53,BBAS3,2020-08-17,EURO,33.86
3000,2020-07-09,BBASH310,BRBBAS3H0MF4,EQUITY CALL,"3,82","3,9","3,82","3,82",,"3,92",3,15300,31.03,BBAS3,2020-08-17,EURO,33.86
3002,2020-07-09,BBASH315,BRBBAS3H0MP3,EQUITY CALL,"3,5","3,5","3,5","3,5",,"3,55",1,100,31.53,BBAS3,2020-08-17,EURO,33.86
3003,2020-07-09,BBASH317,BRBBAS3H0ND7,EQUITY CALL,"3,38","3,38","3,38","3,38",,"3,37",1,3000,31.78,BBAS3,2020-08-17,AMER,33.86
3004,2020-07-09,BBASH320,BRBBAS3H0MH0,EQUITY CALL,"3,25","3,25","3,25","3,25",,"3,19",1,500,32.03,BBAS3,2020-08-17,EURO,33.86
3005,2020-07-09,BBASH322,BRBBAS3H0MT5,EQUITY CALL,"2,97","3,18","3,01",3,,"3,02",7,5600,32.28,BBAS3,2020-08-17,AMER,33.86
3006,2020-07-09,BBASH325,BRBBAS3H0MJ6,EQUITY CALL,"2,85","2,92","2,85","2,92",,"2,86",2,2800,32.53,BBAS3,2020-08-17,EURO,33.86
3007,2020-07-09,BBASH327,BRBBAS3H0MR9,EQUITY CALL,"2,71","2,83","2,78","2,74",,"2,7",11,80300,32.78,BBAS3,2020-08-17,AMER,33.86
3008,2020-07-09,BBASH330,BRBBAS3H0MI8,EQUITY CALL,"2,51","2,59","2,55","2,51",,"2,55",2,5000,33.03,BBAS3,2020-08-17,EURO,33.86
3009,2020-07-09,BBASH332,BRBBAS3H0N07,EQUITY CALL,"2,37","2,45","2,37","2,4",,"2,4",7,59000,33.28,BBAS3,2020-08-17,AMER,33.86
3010,2020-07-09,BBASH335,BRBBAS3H0ME7,EQUITY CALL,"2,27","2,33","2,3","2,27",,"2,26",6,22300,33.53,BBAS3,2020-08-17,EURO,33.86
3011,2020-07-09,BBASH337,BRBBAS3H0MZ2,EQUITY CALL,"2,11","2,24","2,15","2,14",,"2,12",16,70300,33.78,BBAS3,2020-08-17,AMER,33.86
3012,2020-07-09,BBASH340,BRBBAS3H0MM0,EQUITY CALL,"1,97","2,1","2,02",2,,"1,99",27,59000,34.03,BBAS3,2020-08-17,EURO,33.86
3013,2020-07-09,BBASH342,BRBBAS3H0N80,EQUITY CALL,"1,83","2,04","1,89","1,9",,"1,86",9,8100,34.28,BBAS3,2020-08-17,AMER,33.86
3014,2020-07-09,BBASH345,BRBBAS3H0M57,EQUITY CALL,"1,86","1,86","1,86","1,86",,"1,74",1,10000,34.53,BBAS3,2020-08-17,EURO,33.86
3015,2020-07-09,BBASH347,BRBBAS3H0MU3,EQUITY CALL,"1,61","1,78","1,68","1,61",,"1,63",22,70100,34.78,BBAS3,2020-08-17,AMER,33.86
3016,2020-07-09,BBASH350,BRBBAS3H0MS7,EQUITY CALL,"1,47","1,62","1,55","1,47",,"1,52",14,18600,35.03,BBAS3,2020-08-17,EURO,33.86
3017,2020-07-09,BBASH352,BRBBAS3H0N56,EQUITY CALL,"1,46","1,49","1,48","1,46",,"1,42",4,15700,35.28,BBAS3,2020-08-17,AMER,33.86
3018,2020-07-09,BBASH355,BRBBAS3H0N72,EQUITY CALL,"1,29","1,41","1,33","1,29",,"1,32",18,34700,35.53,BBAS3,2020-08-17,EURO,33.86
3019,2020-07-09,BBASH357,BRBBAS3H0N15,EQUITY CALL,"1,21","1,34","1,29","1,21",,"1,22",24,113600,35.78,BBAS3,2020-08-17,AMER,33.86
3020,2020-07-09,BBASH360,BRBBAS3H0N98,EQUITY CALL,"1,12","1,25","1,24","1,12",,"1,14",8,106900,36.03,BBAS3,2020-08-17,EURO,33.86
3021,2020-07-09,BBASH365,BRBBAS3H0MQ1,EQUITY CALL,"0,96","1,13","0,99","0,96",,"0,98",28,193800,36.53,BBAS3,2020-08-17,EURO,33.86
3022,2020-07-09,BBASH370,BRBBAS3H0N31,EQUITY CALL,"0,84","0,9","0,86","0,88",,"0,83",5,3800,37.03,BBAS3,2020-08-17,EURO,33.86
3023,2020-07-09,BBASH374,BRBBAS3H0LO8,EQUITY CALL,"1,05","1,11","1,07","1,11",,"1,05",4,2700,36.28,BBAS3,2020-08-17,AMER,33.86
3024,2020-07-09,BBASH375,BRBBAS3H0N49,EQUITY CALL,"0,75","0,76","0,75","0,75",,"0,71",4,2400,37.53,BBAS3,2020-08-17,EURO,33.86
3025,2020-07-09,BBASH380,BRBBAS3H0NI6,EQUITY CALL,"0,57","0,61","0,57","0,58",,"0,6",8,52000,38.03,BBAS3,2020-08-17,EURO,33.86
3026,2020-07-09,BBASH382,BRBBAS3H0NG0,EQUITY CALL,"0,53","0,68","0,57","0,53",,"0,56",11,32600,38.28,BBAS3,2020-08-17,AMER,33.86
3027,2020-07-09,BBASH384,BRBBAS3H0LP5,EQUITY CALL,"0,78","0,82","0,78","0,78",,"0,77",5,1200,37.28,BBAS3,2020-08-17,AMER,33.86
3028,2020-07-09,BBASH385,BRBBAS3H0NL0,EQUITY CALL,"0,54","0,56","0,55","0,56",,"0,51",2,3500,38.53,BBAS3,2020-08-17,EURO,33.86
3029,2020-07-09,BBASH387,BRBBAS3H0NF2,EQUITY CALL,"0,46","0,49","0,47","0,46",,"0,47",3,2300,38.78,BBAS3,2020-08-17,AMER,33.86
3030,2020-07-09,BBASH390,BRBBAS3H0NB1,EQUITY CALL,"0,42","0,42","0,42","0,42",,"0,43",5,5000,39.03,BBAS3,2020-08-17,EURO,33.86
3031,2020-07-09,BBASH393,BRBBAS3H0LL4,EQUITY CALL,"0,68","0,72","0,68","0,68",,"0,66",4,1800,37.78,BBAS3,2020-08-17,AMER,33.86
3032,2020-07-09,BBASH395,BRBBAS3H0NH8,EQUITY CALL,"0,37","0,38","0,37","0,38",,"0,37",2,600,39.53,BBAS3,2020-08-17,EURO,33.86
3033,2020-07-09,BBASH397,BRBBAS3H0NK2,EQUITY CALL,"0,33","0,37","0,34","0,33",,"0,34",5,3800,39.78,BBAS3,2020-08-17,AMER,33.86
3034,2020-07-09,BBASH399,BRBBAS3H0NC9,EQUITY CALL,"0,31","0,37","0,32","0,31",,"0,31",8,19900,40.03,BBAS3,2020-08-17,EURO,33.86
3035,2020-07-09,BBASH400,BRBBAS3H0JQ7,EQUITY CALL,"0,89","0,98","0,93","0,89",,"0,9",13,29900,36.78,BBAS3,2020-08-17,AMER,33.86
3037,2020-07-09,BBASH408,BRBBAS3H0LK6,EQUITY CALL,"0,4","0,55","0,45","0,4",,"0,4",6,3800,39.28,BBAS3,2020-08-17,AMER,33.86
3038,2020-07-09,BBASH418,BRBBAS3H0LC3,EQUITY CALL,"0,27","0,31","0,29","0,27",,"0,28",5,3300,40.28,BBAS3,2020-08-17,AMER,33.86
3039,2020-07-09,BBASH423,BRBBAS3H0LF6,EQUITY CALL,"0,25","0,26","0,25","0,26",,"0,24",5,1400,40.78,BBAS3,2020-08-17,AMER,33.86
3044,2020-07-09,BBASH450,BRBBAS3H0JR5,EQUITY CALL,"0,17","0,18","0,17","0,18",,"0,17",4,22700,41.85,BBAS3,2020-08-17,AMER,33.86
3045,2020-07-09,BBASH456,BRBBAS3H0M32,EQUITY CALL,"0,07","0,08","0,07","0,08",,"0,07",17,41600,45.6,BBAS3,2020-08-17,EURO,33.86
3053,2020-07-09,BBASH50,BRBBAS3H0JS3,EQUITY CALL,"0,07","0,07","0,07","0,07",,"0,06",3,13000,46.85,BBAS3,2020-08-17,AMER,33.86
3097,2020-07-09,BBASI340,BRBBAS3I0MI7,EQUITY CALL,"2,8","2,8","2,8","2,8",,"2,69",1,1000,34.04,BBAS3,2020-09-21,EURO,33.86
3098,2020-07-09,BBASI342,BRBBAS3I0N47,EQUITY CALL,"2,58","2,58","2,58","2,58",,"2,56",1,500,34.29,BBAS3,2020-09-21,AMER,33.86
3108,2020-07-09,BBASI365,BRBBAS3I0MS6,EQUITY CALL,"1,62","1,62","1,62","1,62",,"1,63",1,200,36.54,BBAS3,2020-09-21,EURO,33.86
3111,2020-07-09,BBASI372,BRBBAS3I0MM9,EQUITY CALL,"1,35","1,35","1,35","1,35",,"1,38",1,400,37.29,BBAS3,2020-09-21,AMER,33.86
3119,2020-07-09,BBASI395,BRBBAS3I0NL9,EQUITY CALL,"0,82","0,83","0,82","0,83",,"0,82",2,600,39.54,BBAS3,2020-09-21,EURO,33.86
3121,2020-07-09,BBASI40,BRBBAS3I0NP0,EQUITY CALL,"0,72","0,8","0,75","0,72",,"0,72",5,9300,40.04,BBAS3,2020-09-21,EURO,33.86
3122,2020-07-09,BBASI400,BRBBAS3I0LT6,EQUITY CALL,"0,88","0,88","0,88","0,88",,"0,92",1,500,39.04,BBAS3,2020-09-21,EURO,33.86
3129,2020-07-09,BBASI467,BRBBAS3I0LL3,EQUITY CALL,"0,03","0,03","0,03","0,03",,"0,16",3,13100,45.54,BBAS3,2020-09-21,EURO,33.86
