,RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty,Strike,Ticker,Validade,Tipo,Price
19974,2020-07-09,ITSAG131,BRITSA4G0IR4,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",8,18400,12.66,ITSA4,2020-07-20,AMER,10.16
19975,2020-07-09,ITSAG155,BRITSA4G0IP8,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",1,300,14.66,ITSA4,2020-07-20,AMER,10.16
19989,2020-07-09,ITSAG838,BRITSA4G0J30,EQUITY CALL,"1,85","1,85","1,85","1,85",,"1,85",1,200,8.36,ITSA4,2020-07-20,AMER,10.16
19994,2020-07-09,ITSAG918,BRITSA4G0JA8,EQUITY CALL,"0,97","1,1","1,01","1,1",,"1,09",12,8700,9.16,ITSA4,2020-07-20,AMER,10.16
19996,2020-07-09,ITSAG93,BRITSA4G0IO1,EQUITY CALL,"1,73","1,8","1,79","1,73",,"1,76",2,18900,8.46,ITSA4,2020-07-20,EURO,10.16
19997,2020-07-09,ITSAG938,BRITSA4G0J22,EQUITY CALL,"0,8","0,9","0,87","0,9",,"0,91",5,15900,9.36,ITSA4,2020-07-20,AMER,10.16
19998,2020-07-09,ITSAG948,BRITSA4G0JC4,EQUITY CALL,"0,76","0,8","0,76","0,8",,"0,82",2,12500,9.46,ITSA4,2020-07-20,EURO,10.16
19999,2020-07-09,ITSAG958,BRITSA4G0IT0,EQUITY CALL,"0,7","0,73","0,71","0,71",,"0,73",10,45400,9.56,ITSA4,2020-07-20,AMER,10.16
20000,2020-07-09,ITSAG968,BRITSA4G0JD2,EQUITY CALL,"0,52","0,64","0,62","0,62",,"0,64",6,4700,9.66,ITSA4,2020-07-20,EURO,10.16
20001,2020-07-09,ITSAG978,BRITSA4G0JB6,EQUITY CALL,"0,48","0,57","0,5","0,53",,"0,56",18,20600,9.76,ITSA4,2020-07-20,AMER,10.16
20002,2020-07-09,ITSAG996,BRITSA4G0JI1,EQUITY CALL,"0,34","0,43","0,39","0,42",,"0,41",77,181400,9.96,ITSA4,2020-07-20,AMER,10.16
20003,2020-07-09,ITSAH10,BRITSA4H0KU3,EQUITY CALL,"0,62","0,7","0,66","0,69",,"0,68",48,69100,9.96,ITSA4,2020-08-17,AMER,10.16
20004,2020-07-09,ITSAH100,BRITSA4H0KR9,EQUITY CALL,"0,51","0,6","0,54","0,6",,"0,56",62,45900,10.16,ITSA4,2020-08-17,AMER,10.16
20005,2020-07-09,ITSAH104,BRITSA4H0KW9,EQUITY CALL,"0,38","0,46","0,43","0,42",,"0,44",31,142500,10.41,ITSA4,2020-08-17,EURO,10.16
20006,2020-07-09,ITSAH106,BRITSA4H0K76,EQUITY CALL,"0,3","0,35","0,32","0,3",,"0,34",40,64000,10.66,ITSA4,2020-08-17,AMER,10.16
20007,2020-07-09,ITSAH109,BRITSA4H0K84,EQUITY CALL,"0,23","0,26","0,24","0,25",,"0,26",22,45600,10.91,ITSA4,2020-08-17,EURO,10.16
20008,2020-07-09,ITSAH110,BRITSA4H0KT5,EQUITY CALL,"0,17","0,2","0,18","0,19",,"0,2",55,59300,11.16,ITSA4,2020-08-17,AMER,10.16
20009,2020-07-09,ITSAH115,BRITSA4H0KS7,EQUITY CALL,"0,1","0,12","0,11","0,12",,"0,11",64,91200,11.66,ITSA4,2020-08-17,AMER,10.16
20010,2020-07-09,ITSAH131,BRITSA4H0K50,EQUITY CALL,"0,04","0,06","0,05","0,05",,"0,05",96,239200,12.66,ITSA4,2020-08-17,AMER,10.16
20011,2020-07-09,ITSAH141,BRITSA4H0KV1,EQUITY CALL,"0,13","0,14","0,13","0,14",,"0,15",7,31700,11.41,ITSA4,2020-08-17,EURO,10.16
20012,2020-07-09,ITSAH152,BRITSA4H0K35,EQUITY CALL,"0,02","0,03","0,02","0,02",,"0,03",3,7500,14.41,ITSA4,2020-08-17,EURO,10.16
20013,2020-07-09,ITSAH158,BRITSA4H0K43,EQUITY CALL,"0,02","0,02","0,02","0,02",,"0,01",5,21100,15.41,ITSA4,2020-08-17,EURO,10.16
20030,2020-07-09,ITSAH918,BRITSA4H0KF4,EQUITY CALL,"1,18","1,25","1,24","1,25",,"1,26",5,13000,9.16,ITSA4,2020-08-17,AMER,10.16
20031,2020-07-09,ITSAH930,BRITSA4H0K19,EQUITY CALL,"1,69","1,69","1,69","1,69",,"1,88",1,400,8.46,ITSA4,2020-08-17,EURO,10.16
20033,2020-07-09,ITSAH958,BRITSA4H0KQ1,EQUITY CALL,"0,87","0,91","0,88","0,87",,"0,95",5,16500,9.56,ITSA4,2020-08-17,AMER,10.16
20034,2020-07-09,ITSAH978,BRITSA4H0K68,EQUITY CALL,"0,74","0,93","0,76","0,82",,"0,81",33,53700,9.76,ITSA4,2020-08-17,AMER,10.16
20035,2020-07-09,ITSAI105,BRITSA4I0KL1,EQUITY CALL,"0,55","0,58","0,56","0,58",,"0,56",3,3200,10.56,ITSA4,2020-09-21,AMER,10.16
20036,2020-07-09,ITSAI108,BRITSA4I0KA4,EQUITY CALL,"0,45","0,46","0,45","0,46",,"0,46",2,10100,10.81,ITSA4,2020-09-21,EURO,10.16
20037,2020-07-09,ITSAI110,BRITSA4I0KO5,EQUITY CALL,"0,37","0,38","0,37","0,37",,"0,38",3,3000,11.06,ITSA4,2020-09-21,AMER,10.16
20039,2020-07-09,ITSAI120,BRITSA4I0KS6,EQUITY CALL,"0,17","0,18","0,17","0,17",,"0,17",3,7100,12.06,ITSA4,2020-09-21,AMER,10.16
20040,2020-07-09,ITSAI125,BRITSA4I0KI7,EQUITY CALL,"0,11","0,13","0,11","0,11",,"0,11",12,22200,12.56,ITSA4,2020-09-21,AMER,10.16
20041,2020-07-09,ITSAI130,BRITSA4I0KG1,EQUITY CALL,"0,04","0,15","0,06","0,15",,"0,08",2,400,13.06,ITSA4,2020-09-21,AMER,10.16
20049,2020-07-09,ITSAI686,BRITSA4I0KV0,EQUITY CALL,"3,3","3,3","3,3","3,3",,"3,4",1,202600,6.86,ITSA4,2020-09-21,EURO,10.16
20059,2020-07-09,ITSAI996,BRITSA4I0KT4,EQUITY CALL,"0,81","0,85","0,81","0,85",,"0,85",2,18900,9.96,ITSA4,2020-09-21,AMER,10.16
20077,2020-07-09,ITSAL100,BRITSA4L0IF2,EQUITY CALL,"1,1","1,12","1,11","1,12",,"1,06",2,300,10.02,ITSA4,2020-12-21,AMER,10.16
20084,2020-07-09,ITSAL132,BRITSA4L0I31,EQUITY CALL,"0,4","0,4","0,4","0,4",,"0,23",1,100,12.77,ITSA4,2020-12-21,EURO,10.16
20085,2020-07-09,ITSAL160,BRITSA4L0HW9,EQUITY CALL,"0,1","0,1","0,1","0,1",,"0,05",1,200,15.52,ITSA4,2020-12-21,AMER,10.16
20100,2020-07-09,ITSAN107,BRITSA4N0HU1,EQUITY PUT,"1,2","1,2","1,2","1,2",,"1,02",2,500,10.3,ITSA4,2021-02-22,EURO,10.16
20111,2020-07-09,ITSAS104,BRITSA4S0IU4,EQUITY PUT,"0,35","0,45","0,38","0,35",,"0,37",16,64300,10.41,ITSA4,2020-07-20,EURO,10.16
20112,2020-07-09,ITSAS105,BRITSA4S0JK3,EQUITY PUT,"0,56","0,57","0,56","0,57",,"0,54",3,300,10.66,ITSA4,2020-07-20,EURO,10.16
20113,2020-07-09,ITSAS110,BRITSA4S0JJ5,EQUITY PUT,"1,01","1,01","1,01","1,01",,"0,97",1,500,11.16,ITSA4,2020-07-20,EURO,10.16
20114,2020-07-09,ITSAS116,BRITSA4S0JH9,EQUITY PUT,"1,46","1,54","1,51","1,46",,"1,46",4,7500,11.66,ITSA4,2020-07-20,EURO,10.16
20115,2020-07-09,ITSAS131,BRITSA4S0IR0,EQUITY PUT,"2,48","2,5","2,49","2,5",,"2,45",6,2000,12.66,ITSA4,2020-07-20,EURO,10.16
20125,2020-07-09,ITSAS738,BRITSA4S0JA4,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",3,9500,7.36,ITSA4,2020-07-20,EURO,10.16
20127,2020-07-09,ITSAS778,BRITSA4S0IW0,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",1,400,7.76,ITSA4,2020-07-20,EURO,10.16
20128,2020-07-09,ITSAS798,BRITSA4S0J43,EQUITY PUT,"0,01","0,02","0,01","0,01",,"0,01",10,78100,7.96,ITSA4,2020-07-20,EURO,10.16
20129,2020-07-09,ITSAS818,BRITSA4S0J76,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",2,200,8.16,ITSA4,2020-07-20,EURO,10.16
20132,2020-07-09,ITSAS878,BRITSA4S0J92,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",2,12500,8.76,ITSA4,2020-07-20,EURO,10.16
20133,2020-07-09,ITSAS898,BRITSA4S0IX8,EQUITY PUT,"0,03","0,03","0,03","0,03",,"0,02",5,14500,8.96,ITSA4,2020-07-20,EURO,10.16
20134,2020-07-09,ITSAS908,BRITSA4S0IS8,EQUITY PUT,"0,03","0,04","0,03","0,03",,"0,02",9,30000,9.06,ITSA4,2020-07-20,EURO,10.16
20135,2020-07-09,ITSAS918,BRITSA4S0J19,EQUITY PUT,"0,03","0,04","0,03","0,03",,"0,03",7,26300,9.16,ITSA4,2020-07-20,EURO,10.16
20136,2020-07-09,ITSAS928,BRITSA4S0JE6,EQUITY PUT,"0,03","0,05","0,04","0,04",,"0,04",7,2300,9.26,ITSA4,2020-07-20,EURO,10.16
20138,2020-07-09,ITSAS938,BRITSA4S0J01,EQUITY PUT,"0,05","0,05","0,05","0,05",,"0,05",4,4000,9.36,ITSA4,2020-07-20,EURO,10.16
20139,2020-07-09,ITSAS948,BRITSA4S0JC0,EQUITY PUT,"0,06","0,08","0,06","0,06",,"0,06",8,8400,9.46,ITSA4,2020-07-20,EURO,10.16
20140,2020-07-09,ITSAS958,BRITSA4S0IT6,EQUITY PUT,"0,08","0,1","0,09","0,08",,"0,07",8,2000,9.56,ITSA4,2020-07-20,EURO,10.16
20141,2020-07-09,ITSAS968,BRITSA4S0JD8,EQUITY PUT,"0,08","0,12","0,09","0,09",,"0,09",11,24900,9.66,ITSA4,2020-07-20,EURO,10.16
20142,2020-07-09,ITSAS978,BRITSA4S0JB2,EQUITY PUT,"0,1","0,14","0,12","0,11",,"0,11",16,5400,9.76,ITSA4,2020-07-20,EURO,10.16
20143,2020-07-09,ITSAS996,BRITSA4S0JI7,EQUITY PUT,"0,17","0,22","0,19","0,17",,"0,16",23,16800,9.96,ITSA4,2020-07-20,EURO,10.16
20144,2020-07-09,ITSAT10,BRITSA4T0KQ7,EQUITY PUT,"0,41","0,45","0,43","0,42",,"0,41",16,20200,9.96,ITSA4,2020-08-17,EURO,10.16
20145,2020-07-09,ITSAT100,BRITSA4T0KT1,EQUITY PUT,"0,5","0,55","0,54","0,5",,"0,5",7,12800,10.16,ITSA4,2020-08-17,EURO,10.16
20146,2020-07-09,ITSAT104,BRITSA4T0KV7,EQUITY PUT,"0,61","0,68","0,67","0,61",,"0,63",3,5500,10.41,ITSA4,2020-08-17,EURO,10.16
20147,2020-07-09,ITSAT106,BRITSA4T0K63,EQUITY PUT,"0,77","0,82","0,8","0,8",,"0,77",8,6400,10.66,ITSA4,2020-08-17,EURO,10.16
20148,2020-07-09,ITSAT109,BRITSA4T0K71,EQUITY PUT,"0,95","0,95","0,95","0,95",,"0,94",1,500,10.91,ITSA4,2020-08-17,EURO,10.16
20150,2020-07-09,ITSAT115,BRITSA4T0KR5,EQUITY PUT,"1,54","1,63","1,58","1,54",,"1,53",2,4900,11.66,ITSA4,2020-08-17,EURO,10.16
20155,2020-07-09,ITSAT638,BRITSA4T0KI4,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",2,7500,6.36,ITSA4,2020-08-17,EURO,10.16
20160,2020-07-09,ITSAT718,BRITSA4T0KD5,EQUITY PUT,"0,03","0,03","0,03","0,03",,"0,01",2,10300,7.16,ITSA4,2020-08-17,EURO,10.16
20162,2020-07-09,ITSAT748,BRITSA4T0KE3,EQUITY PUT,"0,04","0,04","0,04","0,04",,"0,02",1,12500,7.46,ITSA4,2020-08-17,EURO,10.16
20165,2020-07-09,ITSAT798,BRITSA4T0KJ2,EQUITY PUT,"0,15","0,15","0,15","0,15",,"0,04",1,100,7.96,ITSA4,2020-08-17,EURO,10.16
20166,2020-07-09,ITSAT818,BRITSA4T0KP9,EQUITY PUT,"0,06","0,08","0,06","0,07",,"0,06",8,6600,8.16,ITSA4,2020-08-17,EURO,10.16
20167,2020-07-09,ITSAT838,BRITSA4T0KH6,EQUITY PUT,"0,08","0,08","0,08","0,08",,"0,07",1,6000,8.36,ITSA4,2020-08-17,EURO,10.16
20169,2020-07-09,ITSAT878,BRITSA4T0KN4,EQUITY PUT,"0,13","0,13","0,13","0,13",,"0,12",2,1100,8.76,ITSA4,2020-08-17,EURO,10.16
20170,2020-07-09,ITSAT898,BRITSA4T0KA1,EQUITY PUT,"0,15","0,15","0,15","0,15",,"0,14",6,1100,8.96,ITSA4,2020-08-17,EURO,10.16
20171,2020-07-09,ITSAT918,BRITSA4T0KK0,EQUITY PUT,"0,19","0,2","0,19","0,19",,"0,18",7,40900,9.16,ITSA4,2020-08-17,EURO,10.16
20173,2020-07-09,ITSAT938,BRITSA4T0KC7,EQUITY PUT,"0,22","0,25","0,24","0,23",,"0,22",14,21000,9.36,ITSA4,2020-08-17,EURO,10.16
20174,2020-07-09,ITSAT958,BRITSA4T0KG8,EQUITY PUT,"0,28","0,3","0,28","0,29",,"0,28",8,4500,9.56,ITSA4,2020-08-17,EURO,10.16
20175,2020-07-09,ITSAT978,BRITSA4T0K55,EQUITY PUT,"0,35","0,37","0,36","0,35",,"0,34",10,41500,9.76,ITSA4,2020-08-17,EURO,10.16
20179,2020-07-09,ITSAU115,BRITSA4U0KL5,EQUITY PUT,"1,53","1,62","1,59","1,53",,"1,55",2,3400,11.56,ITSA4,2020-09-21,EURO,10.16
20191,2020-07-09,ITSAU856,BRITSA4U0KI1,EQUITY PUT,"0,19","0,19","0,19","0,19",,"0,17",1,300,8.56,ITSA4,2020-09-21,EURO,10.16
20193,2020-07-09,ITSAU896,BRITSA4U0KT8,EQUITY PUT,"0,26","0,28","0,26","0,28",,"0,25",2,1100,8.96,ITSA4,2020-09-21,EURO,10.16
20198,2020-07-09,ITSAU976,BRITSA4U0KO9,EQUITY PUT,"0,51","0,51","0,51","0,51",,"0,49",1,100,9.76,ITSA4,2020-09-21,EURO,10.16
20200,2020-07-09,ITSAU996,BRITSA4U0KX0,EQUITY PUT,"0,57","0,59","0,58","0,59",,"0,57",2,200,9.96,ITSA4,2020-09-21,EURO,10.16
20237,2020-07-09,ITSAX950,BRITSA4X0ID3,EQUITY PUT,"0,4","0,4","0,4","0,4",,"0,42",1,200,9.02,ITSA4,2020-12-21,EURO,10.16
20272,2020-07-09,ITUBE251,BRITUB4E0Q80,EQUITY CALL,"6,75","6,75","6,75","6,75",,"6,14",2,300,24.98,ITUB4,2022-05-20,AMER,27.01
20290,2020-07-09,ITUBG203,BRITUB4G0PR3,EQUITY CALL,"6,48","6,48","6,48","6,48",,"6,6",1,100,20.36,ITUB4,2020-07-20,EURO,27.01
20291,2020-07-09,ITUBG208,BRITUB4G0Q10,EQUITY CALL,"5,92","5,98","5,95","5,92",,"6,11",2,200,20.86,ITUB4,2020-07-20,EURO,27.01
20292,2020-07-09,ITUBG213,BRITUB4G0PX1,EQUITY CALL,"5,42","5,48","5,45","5,42",,"5,61",2,200,21.36,ITUB4,2020-07-20,EURO,27.01
20293,2020-07-09,ITUBG216,BRITUB4G0PE1,EQUITY CALL,"6,17","6,23","6,2","6,17",,"6,35",2,200,20.61,ITUB4,2020-07-20,AMER,27.01
20296,2020-07-09,ITUBG22,BRITUB4G0Q93,EQUITY CALL,"4,94","4,94","4,94","4,94",,"4,88",1,7200,22.11,ITUB4,2020-07-20,AMER,27.01
20299,2020-07-09,ITUBG229,BRITUB4G0P37,EQUITY CALL,"5,73","5,73","5,73","5,73",,"5,86",1,100,21.11,ITUB4,2020-07-20,AMER,27.01
20300,2020-07-09,ITUBG23,BRITUB4G0Q28,EQUITY CALL,"3,6","4,1","3,85","3,91",,"3,92",94,110500,23.11,ITUB4,2020-07-20,AMER,27.01
20302,2020-07-09,ITUBG24,BRITUB4G0QB5,EQUITY CALL,"2,52",3,"2,99",3,,"2,99",5,41400,24.11,ITUB4,2020-07-20,AMER,27.01
20303,2020-07-09,ITUBG248,BRITUB4G0PZ6,EQUITY CALL,"2,25","2,4","2,33","2,29",,"2,31",4,11700,24.86,ITUB4,2020-07-20,EURO,27.01
20304,2020-07-09,ITUBG251,BRITUB4G0QL4,EQUITY CALL,"1,6","2,27",2,2,,"2,1",12,7400,25.11,ITUB4,2020-07-20,AMER,27.01
20305,2020-07-09,ITUBG252,BRITUB4G0P60,EQUITY CALL,"3,77","3,77","3,77","3,77",,"3,68",13,26000,23.36,ITUB4,2020-07-20,EURO,27.01
20306,2020-07-09,ITUBG253,BRITUB4G0QP5,EQUITY CALL,"1,8","2,06","1,86","1,8",,"1,89",2,7600,25.36,ITUB4,2020-07-20,EURO,27.01
20307,2020-07-09,ITUBG256,BRITUB4G0QO8,EQUITY CALL,"1,35","1,77","1,54","1,59",,"1,69",26,139000,25.61,ITUB4,2020-07-20,AMER,27.01
20308,2020-07-09,ITUBG258,BRITUB4G0QM2,EQUITY CALL,"1,37","1,69","1,47","1,5",,"1,5",15,133600,25.86,ITUB4,2020-07-20,EURO,27.01
20309,2020-07-09,ITUBG262,BRITUB4G0QS9,EQUITY CALL,"0,99","1,26","1,04","1,19",,"1,14",36,282600,26.36,ITUB4,2020-07-20,EURO,27.01
20310,2020-07-09,ITUBG263,BRITUB4G0P45,EQUITY CALL,"2,8","2,83","2,81","2,83",,"2,76",2,3000,24.36,ITUB4,2020-07-20,EURO,27.01
20311,2020-07-09,ITUBG266,BRITUB4G0QJ8,EQUITY CALL,"0,83","1,1","0,93","0,95",,"0,98",121,479300,26.61,ITUB4,2020-07-20,AMER,27.01
20312,2020-07-09,ITUBG268,BRITUB4G0QT7,EQUITY CALL,"0,7",1,"0,83","0,83",,"0,84",350,844900,26.86,ITUB4,2020-07-20,EURO,27.01
20313,2020-07-09,ITUBG271,BRITUB4G0PG6,EQUITY CALL,"1,14","1,54","1,23","1,32",,"1,31",78,760600,26.11,ITUB4,2020-07-20,AMER,27.01
20314,2020-07-09,ITUBG272,BRITUB4G0PP7,EQUITY CALL,"0,6","1,13","0,69","0,74",,"0,71",154,456700,27.11,ITUB4,2020-07-20,AMER,27.01
20315,2020-07-09,ITUBG273,BRITUB4G0QU5,EQUITY CALL,"0,5","0,65","0,55","0,57",,"0,59",16,80200,27.36,ITUB4,2020-07-20,EURO,27.01
20316,2020-07-09,ITUBG276,BRITUB4G0QX9,EQUITY CALL,"0,4","0,68","0,48","0,49",,"0,49",117,267400,27.61,ITUB4,2020-07-20,AMER,27.01
20317,2020-07-09,ITUBG279,BRITUB4G0PO0,EQUITY CALL,"0,33","0,45","0,38","0,4",,"0,4",21,22100,27.86,ITUB4,2020-07-20,EURO,27.01
20318,2020-07-09,ITUBG283,BRITUB4G0QE9,EQUITY CALL,"0,23","0,3","0,25","0,26",,"0,26",20,71400,28.36,ITUB4,2020-07-20,EURO,27.01
20319,2020-07-09,ITUBG286,BRITUB4G0QF6,EQUITY CALL,"0,17","0,25","0,2","0,2",,"0,2",149,677900,28.61,ITUB4,2020-07-20,AMER,27.01
20320,2020-07-09,ITUBG288,BRITUB4G0QD1,EQUITY CALL,"0,14","0,18","0,15","0,16",,"0,16",15,33700,28.86,ITUB4,2020-07-20,EURO,27.01
20321,2020-07-09,ITUBG291,BRITUB4G0QC3,EQUITY CALL,"0,11","0,18","0,12","0,13",,"0,13",86,674500,29.11,ITUB4,2020-07-20,AMER,27.01
20322,2020-07-09,ITUBG296,BRITUB4G0PN2,EQUITY CALL,"0,07","0,09","0,08","0,07",,"0,08",63,187400,29.61,ITUB4,2020-07-20,AMER,27.01
20323,2020-07-09,ITUBG30,BRITUB4G0QH2,EQUITY CALL,"0,02","0,05","0,03","0,03",,"0,02",43,504300,30.86,ITUB4,2020-07-20,EURO,27.01
20324,2020-07-09,ITUBG300,BRITUB4G0OT2,EQUITY CALL,"0,26","0,42","0,31","0,32",,"0,32",741,2141400,28.11,ITUB4,2020-07-20,AMER,27.01
20325,2020-07-09,ITUBG301,BRITUB4G0R01,EQUITY CALL,"0,04","0,08","0,04","0,05",,"0,05",18,128500,30.11,ITUB4,2020-07-20,AMER,27.01
20326,2020-07-09,ITUBG303,BRITUB4G0QY7,EQUITY CALL,"0,03","0,04","0,03","0,03",,"0,04",2,2700,30.36,ITUB4,2020-07-20,EURO,27.01
20327,2020-07-09,ITUBG308,BRITUB4G0PL6,EQUITY CALL,"0,05","0,07","0,06","0,05",,"0,06",11,13300,29.86,ITUB4,2020-07-20,EURO,27.01
20328,2020-07-09,ITUBG312,BRITUB4G0P11,EQUITY CALL,"0,1","0,11","0,1","0,11",,"0,1",6,79500,29.36,ITUB4,2020-07-20,EURO,27.01
20329,2020-07-09,ITUBG316,BRITUB4G0PI2,EQUITY CALL,"0,02","0,06","0,03","0,03",,"0,03",36,132500,30.61,ITUB4,2020-07-20,AMER,27.01
20331,2020-07-09,ITUBG32,BRITUB4G0PM4,EQUITY CALL,"0,02","0,02","0,02","0,02",,"0,01",1,100,32.11,ITUB4,2020-07-20,AMER,27.01
20332,2020-07-09,ITUBG321,BRITUB4G0PC5,EQUITY CALL,"0,02","0,1","0,03","0,03",,"0,02",22,161100,31.11,ITUB4,2020-07-20,AMER,27.01
20336,2020-07-09,ITUBG332,BRITUB4G0P78,EQUITY CALL,"0,03","0,03","0,03","0,03",,"0,02",1,10000,31.36,ITUB4,2020-07-20,EURO,27.01
20337,2020-07-09,ITUBG333,BRITUB4G0PK8,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",2,4600,32.36,ITUB4,2020-07-20,EURO,27.01
20338,2020-07-09,ITUBG335,BRITUB4G0OU0,EQUITY CALL,"0,02","0,03","0,02","0,02",,"0,01",8,9600,31.61,ITUB4,2020-07-20,AMER,27.01
20339,2020-07-09,ITUBG357,BRITUB4G0P03,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",1,1500,33.86,ITUB4,2020-07-20,EURO,27.01
20341,2020-07-09,ITUBG369,BRITUB4G0P86,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",2,200,35.11,ITUB4,2020-07-20,AMER,27.01
20350,2020-07-09,ITUBG51,BRITUB4G0Q85,EQUITY CALL,"5,39","5,39","5,39","5,39",,"5,36",1,1000,21.61,ITUB4,2020-07-20,AMER,27.01
20352,2020-07-09,ITUBG53,BRITUB4G0Q69,EQUITY CALL,"3,41","3,42","3,41","3,42",,"3,45",3,1600,23.61,ITUB4,2020-07-20,AMER,27.01
20353,2020-07-09,ITUBG54,BRITUB4G0Q02,EQUITY CALL,"2,55","2,55","2,55","2,55",,"2,53",1,200,24.61,ITUB4,2020-07-20,AMER,27.01
20374,2020-07-09,ITUBH221,BRITUB4H0T49,EQUITY CALL,"5,12","5,12","5,12","5,12",,"5,12",1,7200,22.14,ITUB4,2020-08-17,AMER,27.01
20382,2020-07-09,ITUBH244,BRITUB4H0TI3,EQUITY CALL,"2,92","2,92","2,92","2,92",,"3,27",1,1000,24.39,ITUB4,2020-08-17,EURO,27.01
20385,2020-07-09,ITUBH251,BRITUB4H0T07,EQUITY CALL,"2,55","2,98","2,7","2,64",,"2,73",6,600,25.14,ITUB4,2020-08-17,AMER,27.01
20386,2020-07-09,ITUBH254,BRITUB4H0TC6,EQUITY CALL,"2,39","2,56","2,51","2,56",,"2,56",3,2700,25.39,ITUB4,2020-08-17,EURO,27.01
20387,2020-07-09,ITUBH256,BRITUB4H0TP8,EQUITY CALL,"2,25","2,49","2,36","2,46",,"2,39",17,84400,25.64,ITUB4,2020-08-17,AMER,27.01
20389,2020-07-09,ITUBH259,BRITUB4H0TF9,EQUITY CALL,"2,14","2,3","2,19","2,3",,"2,23",5,13800,25.89,ITUB4,2020-08-17,EURO,27.01
20390,2020-07-09,ITUBH261,BRITUB4H0U61,EQUITY CALL,"1,92","2,17","1,97","2,05",,"2,08",24,25900,26.14,ITUB4,2020-08-17,AMER,27.01
20391,2020-07-09,ITUBH264,BRITUB4H0U46,EQUITY CALL,"1,77","2,01","1,81","1,95",,"1,94",29,239400,26.39,ITUB4,2020-08-17,EURO,27.01
20392,2020-07-09,ITUBH266,BRITUB4H0U53,EQUITY CALL,"1,63","1,95","1,77","1,85",,"1,8",1004,1904200,26.64,ITUB4,2020-08-17,AMER,27.01
20393,2020-07-09,ITUBH269,BRITUB4H0U04,EQUITY CALL,"1,58","1,7","1,68","1,7",,"1,66",6,7400,26.89,ITUB4,2020-08-17,EURO,27.01
20394,2020-07-09,ITUBH271,BRITUB4H0SP0,EQUITY CALL,"1,41","1,65","1,55","1,54",,"1,54",57,115300,27.14,ITUB4,2020-08-17,AMER,27.01
20395,2020-07-09,ITUBH274,BRITUB4H0U79,EQUITY CALL,"1,37","1,43","1,37","1,43",,"1,42",4,5300,27.39,ITUB4,2020-08-17,EURO,27.01
20396,2020-07-09,ITUBH276,BRITUB4H0TW4,EQUITY CALL,"1,18","1,45","1,26","1,26",,"1,3",59,350200,27.64,ITUB4,2020-08-17,AMER,27.01
20397,2020-07-09,ITUBH279,BRITUB4H0UB6,EQUITY CALL,"1,08","1,25","1,22","1,15",,"1,2",41,149800,27.89,ITUB4,2020-08-17,EURO,27.01
20398,2020-07-09,ITUBH281,BRITUB4H0SU0,EQUITY CALL,"0,99","1,2","1,07","1,09",,"1,1",43,143300,28.14,ITUB4,2020-08-17,AMER,27.01
20399,2020-07-09,ITUBH284,BRITUB4H0U87,EQUITY CALL,"0,88","1,02","0,96",1,,1,4,2900,28.39,ITUB4,2020-08-17,EURO,27.01
20400,2020-07-09,ITUBH286,BRITUB4H0U12,EQUITY CALL,"0,8","0,98","0,86","0,94",,"0,91",44,184100,28.64,ITUB4,2020-08-17,AMER,27.01
20401,2020-07-09,ITUBH289,BRITUB4H0SW6,EQUITY CALL,"0,75","0,87","0,81","0,8",,"0,83",20,273500,28.89,ITUB4,2020-08-17,EURO,27.01
20402,2020-07-09,ITUBH290,BRITUB4H0TX2,EQUITY CALL,"0,68","0,78","0,71","0,73",,"0,75",33,98000,29.14,ITUB4,2020-08-17,AMER,27.01
20403,2020-07-09,ITUBH294,BRITUB4H0UD2,EQUITY CALL,"0,66","0,67","0,66","0,67",,"0,68",3,5100,29.39,ITUB4,2020-08-17,EURO,27.01
20404,2020-07-09,ITUBH296,BRITUB4H0UC4,EQUITY CALL,"0,54","0,65","0,64","0,6",,"0,62",42,621900,29.64,ITUB4,2020-08-17,AMER,27.01
20405,2020-07-09,ITUBH299,BRITUB4H0SQ8,EQUITY CALL,"0,5","0,59","0,55","0,54",,"0,56",22,66500,29.89,ITUB4,2020-08-17,EURO,27.01
20406,2020-07-09,ITUBH304,BRITUB4H0TY0,EQUITY CALL,"0,42","0,48","0,46","0,45",,"0,45",5,8800,30.39,ITUB4,2020-08-17,EURO,27.01
20407,2020-07-09,ITUBH306,BRITUB4H0U20,EQUITY CALL,"0,35","0,42","0,39","0,38",,"0,4",20,66300,30.64,ITUB4,2020-08-17,AMER,27.01
20408,2020-07-09,ITUBH309,BRITUB4H0SZ9,EQUITY CALL,"0,31","0,43","0,33","0,4",,"0,36",62,199200,30.89,ITUB4,2020-08-17,EURO,27.01
